date,上市公司数,上市证券数,中小板指,创业板指,市场总成交金额（元）,平均股票价格（元）,深证成指,深证综指,股票平均市盈率,股票平均换手率,股票总市值（元）,股票总股本（股）,股票成交金额（元）,股票流通市值（元）,股票流通股本（股）
2004-12-31,536.0,673.0,,,3477003784.05,5.51,3067.57,315.81,24.63,0.68,1104122720415.0,200446786312.0,3046329458.33,433776258190.43,82280967197.0
2005-01-04,536.0,673.0,,,2689858955.5,5.42,3025.42,310.62,24.22,0.53,1085954776425.0,200446786312.0,2474440224.03,427914124141.41,82280963797.0
2005-01-05,536.0,673.0,,,3145475539.04,5.5,3052.86,315.25,24.57,0.67,1102138985925.0,200446787725.0,3050378904.14,434724115724.88,82281006085.0
2005-01-06,536.0,673.0,,,2682517204.78,5.44,3028.73,311.98,24.31,0.54,1090702258362.0,200446899479.0,2574054932.01,430850807371.8,82281110839.0
2005-01-07,536.0,673.0,,,3374850410.06,5.45,3035.59,312.61,24.34,0.66,1092902349338.0,200446902415.0,3232196642.06,432061058808.34,82281113775.0
2005-01-10,536.0,673.0,,,2903755079.13,5.51,3062.73,315.85,24.59,0.59,1104230243745.0,200446902866.0,2734441802.23,436102290013.94,82281114226.0
2005-01-11,536.0,673.0,,,2727335320.74,5.52,3069.57,316.42,24.63,0.59,1106221372524.0,200446902866.0,2617853938.57,436893270690.11,82281186695.0
2005-01-12,536.0,673.0,,,2792667693.63,5.52,3064.34,316.35,24.62,0.63,1105982351007.0,200446902866.0,2719886162.98,436801527939.62,82281210270.0
2005-01-13,536.0,673.0,,,3569810845.76,5.53,3074.37,317.0,24.68,0.72,1108263958324.0,200446902866.0,3458440213.61,437932779228.54,82281210270.0
2005-01-14,536.0,673.0,,,3135923120.95,5.47,3055.52,313.4,24.41,0.67,1095670759337.0,200446902866.0,3049189937.57,432951800200.65,82281203921.0
2005-01-17,536.0,673.0,,,3593864032.78,5.34,2999.02,306.44,23.86,0.82,1071256127227.0,200446907812.0,3462404180.67,423725483405.0,82281217867.0
2005-01-18,536.0,673.0,,,3425545580.66,5.4,3022.41,309.81,24.12,0.76,1083036267770.0,200446912525.0,3278964477.83,428424296954.61,82281167540.0
2005-01-19,536.0,673.0,,,3095441067.7,5.37,3001.25,307.78,23.89,0.71,1075942140033.0,200446915705.0,2985325929.07,425609634347.36,82281170820.0
2005-01-20,536.0,673.0,,,3706855380.86,5.3,2969.12,303.68,23.57,0.8,1061628628834.0,200446915705.0,3561698812.6,420138178633.64,82281170820.0
2005-01-21,536.0,673.0,,,5311549464.89,5.41,3055.81,309.98,24.07,1.15,1083629148276.0,200446917363.0,5102237675.78,428881320760.19,82281200828.0
2005-01-24,536.0,673.0,,,6027237720.69,5.51,3111.4,315.98,24.54,1.27,1104588717367.0,200446917363.0,5760566746.2,437121983931.64,82281215118.0
2005-01-25,536.0,673.0,,,4852090540.3,5.51,3141.86,315.69,24.43,0.97,1103603043366.0,200446920065.0,4745914876.41,436328009319.45,82281290020.0
2005-01-26,536.0,673.0,,,3675999170.77,5.46,3122.62,313.19,24.27,0.78,1094975176097.0,200474634337.0,3577481114.09,432869343420.62,82309004292.0
2005-01-27,536.0,673.0,,,3364451861.38,5.37,3070.58,308.01,23.87,0.72,1076873859768.0,200474634987.0,3269907479.77,426194435017.43,82309008142.0
2005-01-28,536.0,673.0,,,2999229825.66,5.3,3065.61,304.01,23.56,0.7,1062870394652.0,200474636400.0,2937103427.13,420685699725.33,82308970155.0
2005-01-31,536.0,673.0,,,3054979971.27,5.18,3045.48,297.05,23.04,0.72,1038532818954.0,200474636790.0,2952505046.9,410977740566.66,82308970545.0
2005-02-01,536.0,673.0,,,3294428735.01,5.16,3066.23,295.69,22.79,0.78,1033797816673.0,200476569225.0,3180822234.15,409237049013.53,82310936946.0
2005-02-02,536.0,673.0,,,6479229326.47,5.43,3221.21,311.44,23.99,1.39,1088854717465.0,200476570021.0,6261243088.5,430729697751.56,82310937878.0
2005-02-03,536.0,673.0,,,6305350291.71,5.34,3196.55,306.42,23.46,1.37,1071309965605.0,200476627157.0,6135423994.05,424220644440.44,82310989614.0
2005-02-04,536.0,673.0,,,5313410540.28,5.44,3266.01,312.01,23.53,1.13,1090871292683.0,200477448912.0,5091606001.21,432049895523.69,82311811869.0
2005-02-16,536.0,673.0,,,4659382903.08,5.49,3283.88,314.98,23.73,1.01,1101263634200.0,200479088813.0,4511460449.26,436003112066.12,82313416470.0
2005-02-17,536.0,673.0,,,3875161610.75,5.5,3264.34,315.22,23.74,0.86,1102085148907.0,200479212788.0,3755161013.28,436332505952.43,82313552325.0
2005-02-18,536.0,673.0,,,3366678283.67,5.43,3233.57,311.64,23.47,0.76,1089588616244.0,200482553940.0,3186076731.52,431506006559.58,82316877977.0
2005-02-21,536.0,673.0,,,4134517810.49,5.53,3298.47,317.11,23.7,0.9,1108740366101.0,200482638654.0,4003649788.22,439008072394.6,82316962191.0
2005-02-22,536.0,674.0,,,8290896419.65,5.67,3382.98,325.39,24.12,1.81,1137674659573.0,200482666468.0,8021736196.16,450553144155.46,82317029229.0
2005-02-23,536.0,675.0,,,8525767343.87,5.71,3383.06,327.39,24.13,1.84,1144671418800.0,200483194569.0,8307370414.79,453109731945.22,82317557330.0
2005-02-24,536.0,675.0,,,6915947347.18,5.72,3379.49,328.11,24.13,1.46,1147196945293.0,200486526630.0,6625230830.89,453838463047.92,82320889391.0
2005-02-25,536.0,675.0,,,8399637796.7,5.73,3385.44,328.49,24.14,1.74,1148561483293.0,200487810025.0,8124931871.92,454195131006.97,82322186971.0
2005-02-28,536.0,675.0,,,6601566669.18,5.72,3376.32,328.13,24.06,1.38,1147327163532.0,200489703470.0,6298599757.49,453482193015.73,82324128060.0
2005-03-01,536.0,675.0,,,5926650963.22,5.71,3348.45,327.42,23.58,1.34,1144851949317.0,200492572741.0,5804113005.39,452522264798.85,82326991843.0
2005-03-02,536.0,675.0,,,6576643706.4,5.63,3301.76,322.59,23.22,1.4,1127999062459.0,200495768469.0,6399452496.48,446079793901.63,82330197571.0
2005-03-03,537.0,676.0,,,4790256274.23,5.67,3334.46,324.72,23.32,1.02,1136744768322.0,200637379761.0,4661824714.34,453958373833.78,82571632420.0
2005-03-04,537.0,676.0,,,4641376928.55,5.64,3332.15,323.5,22.39,0.95,1132502493064.0,200638561124.0,4487978256.15,452192896304.74,82572813783.0
2005-03-07,537.0,676.0,,,4551826740.25,5.68,3368.67,325.43,22.54,0.91,1139286565172.0,200640409105.0,4378241417.1,455245947564.63,82574650764.0
2005-03-08,537.0,676.0,,,7420758247.68,5.8,3451.82,332.24,22.82,1.34,1163144779673.0,200643747655.0,7147471916.08,465096546815.1,82578082435.0
2005-03-09,537.0,676.0,,,7081353449.41,5.82,3464.66,333.28,22.88,1.36,1166827907886.0,200649852751.0,6850040335.68,466673089688.43,82584203531.0
2005-03-10,537.0,676.0,,,6293572855.36,5.67,3373.54,324.86,22.34,1.26,1137352026995.0,200650076817.0,6076397567.98,454631211268.15,82584427597.0
2005-03-11,537.0,676.0,,,5916673893.52,5.7,3408.84,326.84,22.44,1.08,1144301380086.0,200652629210.0,5660442107.94,457995375124.55,82586979990.0
2005-03-14,537.0,675.0,,,7443773467.43,5.7,3420.55,326.65,22.44,1.33,1143658780629.0,200655220878.0,7152009780.85,457471017560.88,82589561658.0
2005-03-15,537.0,675.0,,,6144941439.69,5.62,3366.68,322.03,21.93,1.18,1127531768897.0,200658197835.0,5962992881.81,451144892619.28,82592577195.0
2005-03-16,537.0,675.0,,,5181987684.69,5.57,3341.12,319.01,21.71,1.01,1116993975837.0,200660172571.0,5033276680.51,447021291709.9,82594547931.0
2005-03-17,537.0,675.0,,,5100698501.38,5.5,3296.17,315.35,21.34,1.02,1104163140182.0,200660638705.0,4906364704.5,441820030521.47,82595026215.0
2005-03-18,537.0,675.0,,,4915546843.14,5.39,3255.28,309.09,20.19,1.0,1082274205891.0,200661109966.0,4733408873.98,433628172096.63,82595497476.0
2005-03-21,537.0,676.0,,,3571965733.41,5.39,3276.52,309.85,20.07,0.72,1084862825560.0,201341197777.0,3479862566.67,434930123619.68,83016906471.0
2005-03-22,537.0,676.0,,,5416540598.08,5.27,3249.5,303.12,19.32,1.11,1061311188361.0,201341313222.0,5214777731.74,425789257585.13,83017021916.0
2005-03-23,537.0,676.0,,,5570960642.4,5.26,3220.07,302.29,19.24,1.06,1058384006137.0,201342060538.0,5284546601.29,423864961031.2,83017798040.0
2005-03-24,537.0,676.0,,,4754480089.42,5.3,3214.98,304.53,19.32,0.84,1066233796824.0,201342069788.0,4637993188.89,426732285718.99,83018629464.0
2005-03-25,538.0,677.0,,,3871976696.28,5.3,3214.85,304.36,19.31,0.76,1067648328524.0,201495818323.0,3643469705.61,426787772364.59,83049310531.0
2005-03-28,538.0,677.0,,,3566230079.39,5.27,3213.31,302.86,19.25,0.75,1062390673262.0,201495884768.0,3403287210.95,424834665818.94,83049416000.0
2005-03-29,538.0,677.0,,,3899511422.09,5.25,3208.44,301.68,19.21,0.76,1058249650879.0,201495889329.0,3648350731.81,422941205863.34,83049414561.0
2005-03-30,538.0,677.0,,,4564319642.98,5.12,3137.46,294.11,18.69,0.97,1031671193459.0,201495893169.0,4238618468.35,412242806635.34,83049430401.0
2005-03-31,538.0,677.0,,,3549626189.19,5.17,3170.35,296.75,18.79,0.79,1040959305609.0,201496860211.0,3348969637.52,416149292188.35,83050397443.0
2005-04-01,538.0,677.0,,,6793401101.31,5.35,3284.95,307.54,19.45,1.38,1078803010435.0,201497997727.0,6483270352.56,430894452930.16,83051521799.0
2005-04-04,538.0,677.0,,,5463566865.85,5.28,3244.25,303.47,19.12,1.12,1064584500586.0,201704746210.0,5188080896.54,425052323967.98,83166903705.0
2005-04-05,538.0,677.0,,,4443228769.97,5.26,3244.93,302.16,19.02,0.92,1060112415953.0,201716225222.0,4276271886.51,423556342332.23,83178414842.0
2005-04-06,538.0,677.0,,,7419382370.05,,3312.64,307.53,,,1078737323276.0,201716225222.0,7185806385.68,430890968642.52,83178414842.0
2005-04-07,538.0,677.0,,,9438839302.24,5.41,3343.77,311.27,19.61,1.92,1091768791993.0,201855395448.0,9151011520.97,436653557915.33,83233213030.0
2005-04-08,538.0,677.0,,,7113454204.97,5.5,3397.32,316.72,19.97,1.56,1110769063004.0,201864588172.0,6902266217.0,443997187159.24,83242405754.0
2005-04-11,538.0,677.0,,,8195877187.28,5.46,3357.03,314.51,19.7,1.62,1103061018748.0,201867615054.0,7886171712.21,441191025561.22,83245500936.0
2005-04-12,538.0,677.0,,,5640101190.77,5.37,3310.81,308.86,18.27,1.17,1083247125205.0,201870405201.0,5478110391.42,433441076478.01,83248316931.0
2005-04-13,538.0,677.0,,,7512229860.24,5.47,3371.49,315.61,18.7,1.53,1106850746956.0,202226616249.0,7224746474.9,442644451498.87,83353493225.0
2005-04-14,538.0,677.0,,,6537064094.54,5.39,3324.93,311.05,18.44,1.36,1090851259499.0,202227377516.0,6389212024.18,436083978023.01,83354251492.0
2005-04-15,538.0,677.0,,,5668226140.39,5.29,3304.31,304.92,18.01,1.21,1069385177901.0,202228391819.0,5494791815.18,428483063790.65,83355261295.0
2005-04-18,539.0,678.0,,,4553493767.2,5.23,3261.32,301.2,17.72,0.99,1058442809324.0,202319791374.0,4357743928.23,422826707301.11,83376255625.0
2005-04-19,539.0,678.0,,,4473574631.53,5.22,3267.54,300.69,17.96,0.95,1056624715165.0,202340613369.0,4318743091.03,422752809422.11,83387077620.0
2005-04-20,539.0,678.0,,,4519502805.92,5.13,3222.53,295.2,17.66,1.0,1037210744232.0,202347959455.0,4374312607.5,415845800636.04,83394424946.0
2005-04-21,539.0,678.0,,,5060736516.37,5.05,3207.56,291.28,17.44,1.09,1022827179116.0,202357860811.0,4865423473.08,410295039639.08,83404326302.0
2005-04-22,539.0,678.0,,,4978016974.33,4.98,3176.92,287.18,17.33,1.19,1008409759596.0,202431747329.0,4854115259.77,404616754858.7,83433733370.0
2005-04-25,539.0,678.0,,,5141425887.83,4.85,3160.62,282.36,17.1,1.15,984535262335.0,202898382728.0,5008764215.84,391780606025.16,83736356085.0
2005-04-26,539.0,678.0,,,5526018020.0,4.91,3180.19,285.91,17.29,1.24,996890636900.0,202898400308.0,5373005475.11,396853543324.91,83743801165.0
2005-04-27,540.0,679.0,,,4833594689.91,4.86,3163.01,282.22,17.05,1.07,991320055234.0,203863936696.0,4725010883.56,399287755439.16,84473450160.0
2005-04-28,540.0,679.0,,,6381252193.26,4.96,3204.73,287.85,17.49,1.48,1010765570223.0,203917393509.0,6221768307.82,406784628998.15,84487344716.0
2005-04-29,540.0,679.0,,,5125540750.68,4.87,3156.67,283.57,17.3,1.21,995500298553.0,204213300225.0,4965869051.54,400860121951.47,84597277901.0
2005-05-09,540.0,679.0,,,3568492497.92,4.71,3031.5,274.19,16.7,0.85,962593914434.0,204214100844.0,3493900190.27,386892582045.0,84598158520.0
2005-05-10,540.0,680.0,,,4197308459.14,4.72,3067.98,274.58,16.73,1.02,964063796247.0,204158232819.0,4069817327.8,388108503666.1,84564988372.0
2005-05-11,540.0,680.0,,,4026665330.04,4.65,3000.6,271.23,16.52,0.94,952062126202.0,204540614577.0,3830952341.96,382660406233.73,84669837275.0
2005-05-12,540.0,680.0,,,4176947064.94,4.6,2930.79,267.87,16.31,0.94,940223737143.0,204540615142.0,3983569942.65,377798552686.02,84669837840.0
2005-05-13,539.0,679.0,,,4425546312.71,4.63,2921.5,269.15,16.38,1.06,944260069697.0,204140876627.0,4237581332.29,379053426134.14,84481156431.0
2005-05-16,539.0,679.0,,,3646864121.6,4.58,2889.02,266.41,16.2,0.92,934590862376.0,204142145274.0,3424467195.56,375516486162.19,84482426178.0
2005-05-17,539.0,679.0,,,3684582699.3,4.61,2903.99,268.83,16.34,0.96,943140050375.0,204389313477.0,3564260493.95,379140591292.67,84600900637.0
2005-05-18,537.0,677.0,,,3948166014.55,4.64,2883.77,269.49,16.39,0.95,944717695863.0,203793448556.0,3665764286.46,379450089974.01,84254993392.0
2005-05-19,537.0,677.0,,,3214712480.68,4.62,2898.29,269.76,16.43,0.83,944359480293.0,204197452903.0,3110672247.87,379796382451.23,84398960635.0
2005-05-20,537.0,677.0,,,3040311672.22,4.6,2900.83,268.82,16.4,0.8,939996783156.0,204460625499.0,2930806875.89,377590002772.88,84516234892.0
2005-05-23,538.0,678.0,,,3171983406.87,4.47,2840.97,261.31,15.96,0.85,914661207308.0,204618988619.0,3069119594.67,367608860869.18,84565585861.0
2005-05-24,537.0,677.0,,,3688534039.72,4.54,2869.58,265.34,16.19,0.96,929189514948.0,204778192386.0,3590017203.01,373980159448.68,84691080160.0
2005-05-25,537.0,679.0,,,3479155210.2,4.55,2869.65,266.07,16.22,0.97,931406648317.0,204855060019.0,3344021799.97,374735419402.47,84714109309.0
2005-05-26,538.0,680.0,,,3087328394.08,4.49,2839.55,262.87,16.03,0.83,920750789107.0,205015160484.0,3004488421.61,370460675717.49,84760208556.0
2005-05-27,538.0,680.0,,,3065589377.43,4.44,2806.11,260.25,15.87,0.8,910823896896.0,205245181429.0,2962772990.03,366030523788.44,84829261008.0
2005-05-30,539.0,681.0,,,2936104535.57,4.47,2794.2,262.34,15.99,0.78,918428039532.0,205645996783.0,2836380755.08,368309621754.9,84989135450.0
2005-05-31,540.0,682.0,,,3055065853.71,4.47,2801.66,262.25,15.99,0.82,920310014663.0,205996853056.0,2971064504.13,369334000679.01,85179478288.0
2005-06-01,540.0,682.0,,,3381988690.7,4.36,2716.79,256.01,15.6,0.85,898394142348.0,206089569257.0,3257912213.14,360386423811.86,85204936447.0
2005-06-02,539.0,681.0,,,3997606424.49,4.29,2630.61,251.81,15.33,0.92,883531589929.0,205904169722.0,3789361036.52,353146142510.01,85123936912.0
2005-06-03,540.0,683.0,,,3559476167.96,4.27,2627.02,250.41,15.25,0.88,879201221677.0,206093187685.0,3427453287.71,351787289601.37,85183801700.0
2005-06-06,541.0,684.0,,,3730986524.29,4.37,2729.2,256.33,15.62,0.91,900463624782.0,206200149546.0,3599707190.71,360832131314.2,85213960000.0
2005-06-07,542.0,685.0,,,5843165708.11,4.36,2709.48,255.99,15.6,1.34,900099460968.0,206384374764.0,5717303854.35,360243467908.2,85261216374.0
2005-06-08,542.0,685.0,,,11964291222.16,4.71,2936.57,276.26,16.85,2.84,971254150480.0,206384375074.0,11510192288.09,388593944009.7,85261239864.0
2005-06-09,542.0,685.0,,,12500198420.53,4.74,2951.14,278.29,16.95,2.89,978222342017.0,206484468095.0,12145095278.6,390981580131.26,85289559864.0
2005-06-10,542.0,685.0,,,8127186982.87,4.63,2882.27,271.95,16.56,1.96,955810869127.0,206484469451.0,7949274365.55,382539491525.28,85337827349.0
2005-06-13,542.0,684.0,,,5656524581.54,4.64,2879.77,272.55,16.59,1.43,957935169483.0,206485669279.0,5564585671.42,383312943136.15,85339210820.0
2005-06-14,542.0,684.0,,,5456643565.38,4.56,2853.52,268.18,16.34,1.36,942470460283.0,206537269279.0,5318665096.53,377470774605.54,85354835720.0
2005-06-15,542.0,684.0,,,4248058151.24,4.45,2795.06,261.54,15.95,1.07,918783005524.0,206537294432.0,4167025463.38,368117786307.64,85354860873.0
2005-06-16,542.0,685.0,,,4272914940.8,4.49,2823.81,264.56,16.15,0.99,927973549139.0,206579596294.0,4090956987.31,371614566588.65,85366276655.0
2005-06-17,542.0,685.0,,,5145906269.31,4.47,2790.65,263.3,16.09,1.18,923390430826.0,206579667538.0,5005373357.86,368910155268.34,85366368535.0
2005-06-20,542.0,685.0,,,7932787049.22,4.61,2868.04,271.46,16.59,1.73,951914527376.0,206680792983.0,7648770838.57,379037851045.84,85403951771.0
2005-06-21,542.0,685.0,,,6253471917.14,4.56,2829.62,268.76,16.44,1.35,942878088685.0,206844987747.0,5952687684.88,375076969343.86,85468931621.0
2005-06-22,542.0,686.0,,,5443588753.85,4.57,2842.46,269.88,16.51,1.19,946398439709.0,206899099556.0,5228192383.61,376322311005.08,85492621230.0
2005-06-23,542.0,686.0,,,5305390473.87,4.53,2839.51,267.54,16.39,1.15,937167635095.0,206909672493.0,5148338267.09,373140020448.71,85503194167.0
2005-06-24,542.0,686.0,,,3986712700.78,4.55,2848.34,268.78,16.46,0.97,941226397452.0,206982959721.0,3877185987.58,374512716090.32,85533841935.0
2005-06-27,542.0,686.0,,,7915880366.47,4.66,2914.97,275.37,16.86,1.82,963691363260.0,207018685970.0,7631394445.26,384134166629.01,85629659354.0
2005-06-28,542.0,686.0,,,5224576327.66,4.57,2870.25,270.7,16.57,1.26,946188370830.0,207088489132.0,5065447446.32,377115895268.45,85666422494.0
2005-06-29,542.0,686.0,,,4463448571.22,4.51,2847.8,268.45,16.44,1.0,937436047283.0,208054011185.0,4303061235.02,373373951694.6,86457760636.0
2005-06-30,542.0,686.0,,,4587000613.82,4.37,2760.23,260.73,16.01,1.14,910007651670.0,208054012085.0,4486994724.61,362673601629.25,86457770736.0
2005-07-01,542.0,686.0,,,4463799805.13,4.23,2728.72,252.28,15.52,1.19,881061380723.0,208054012409.0,4337457582.13,351620678371.71,86457771060.0
2005-07-04,542.0,686.0,,,3644286854.74,4.2,2737.22,250.47,15.43,1.03,875572584479.0,208236645113.0,3539010725.61,349912997108.99,86640395964.0
2005-07-05,542.0,686.0,,,3139402800.72,4.17,2716.56,248.41,15.3,0.8,868736968434.0,208236655982.0,3060217245.48,347482442789.69,86640642595.0
2005-07-06,542.0,686.0,,,2920015406.72,4.14,2696.5,246.94,15.21,0.79,862782992018.0,208343934834.0,2861605186.36,344805433255.73,86660322391.0
2005-07-07,542.0,686.0,,,2568184498.46,4.16,2697.94,248.18,15.28,0.71,866626361649.0,208489403303.0,2523180820.12,345837749073.63,86747533082.0
2005-07-08,542.0,686.0,,,2983267399.76,4.05,2650.61,241.63,14.89,0.86,844233075892.0,208554619637.0,2938947047.61,337294804720.44,86800052971.0
2005-07-11,542.0,686.0,,,3356247425.39,4.01,2651.8,239.48,14.78,0.89,836770418271.0,208554619637.0,3275907484.98,334707918597.71,86800048171.0
2005-07-12,542.0,686.0,,,5018709598.87,4.14,2742.87,247.33,15.26,1.29,863708775806.0,208587899637.0,4899865050.33,345672994862.33,86810406175.0
2005-07-13,542.0,686.0,,,3819041994.71,4.11,2734.37,245.7,15.16,0.99,857881574477.0,208587900510.0,3738082081.53,343347043267.18,86810413448.0
2005-07-14,542.0,686.0,,,3422904804.74,4.11,2738.0,245.86,15.18,0.91,858321137664.0,208646480751.0,3351655817.09,343478188674.65,86840789489.0
2005-07-15,542.0,686.0,,,3514393021.46,4.05,2716.67,241.93,14.95,1.0,844355531080.0,208646480751.0,3407678347.07,337972300090.42,86840779726.0
2005-07-18,542.0,686.0,,,3186033028.15,3.97,2676.39,237.18,14.66,0.92,827411433271.0,208646480751.0,3064703239.86,330015904761.95,86840772506.0
2005-07-19,542.0,686.0,,,2851545390.15,3.98,2684.76,238.37,14.74,0.81,830989332756.0,209006529351.0,2757495520.15,331424771361.2,86902324576.0
2005-07-20,542.0,686.0,,,2952218411.2,4.0,2716.51,240.63,14.88,0.82,838635388442.0,209509450365.0,2835684985.65,334493455177.93,87128830120.0
2005-07-21,542.0,686.0,,,3114726848.96,3.99,2724.26,240.37,14.87,0.8,837964088229.0,209881302097.0,2843314613.0,334548229023.33,87500681852.0
2005-07-22,542.0,686.0,,,6541052775.75,4.07,2782.89,245.57,15.18,1.74,855561724421.0,209985691942.0,6287071174.4,341988667745.36,87565530836.0
2005-07-25,542.0,686.0,,,4280813945.81,4.05,2758.67,244.21,15.09,1.12,850845710016.0,209985694871.0,4157471656.39,340263137920.56,87565499765.0
2005-07-26,542.0,687.0,,,6781443609.82,4.14,2831.56,249.76,15.44,1.68,870248080608.0,210012217406.0,6396278229.06,348161631527.55,87592052300.0
2005-07-27,542.0,687.0,,,6961200184.89,4.24,2886.52,255.72,15.81,1.84,890743569928.0,210012217406.0,6785718357.86,356005186326.05,87600072300.0
2005-07-28,542.0,687.0,,,8212967209.55,4.24,2893.59,255.67,15.79,2.11,890479269955.0,210012223616.0,8011304596.99,356266482672.81,87600087977.0
2005-07-29,542.0,687.0,,,5079898359.15,4.22,2887.57,254.47,15.73,1.38,886108943919.0,210087760216.0,4910958189.45,354732333415.49,87626010633.0
2005-08-01,542.0,687.0,,,4462063147.16,4.24,2890.82,255.83,15.82,1.19,889835626680.0,210087766068.0,4270798072.42,355527689065.17,87626107685.0
2005-08-02,542.0,687.0,,,5519576248.82,4.31,2940.23,260.27,16.09,1.57,904989067601.0,210087766068.0,5265867490.9,361758631359.34,87626118449.0
2005-08-03,542.0,687.0,,,9961411670.73,4.36,2989.4,263.43,16.27,2.66,915342057441.0,210023948153.0,9449331019.3,366959880205.92,87635105984.0
2005-08-04,542.0,687.0,,,6197591476.53,4.33,2969.31,261.49,16.15,1.61,908782221981.0,210023967744.0,5975193890.51,364357313129.64,87635125375.0
2005-08-05,542.0,687.0,,,8393362148.46,4.44,3047.33,268.59,16.58,2.08,933071503900.0,210023983008.0,8088018114.6,374259180888.38,87650368027.0
2005-08-08,542.0,687.0,,,10227571416.33,4.48,3061.79,271.29,16.73,2.51,941949208190.0,210023987205.0,9881312019.63,377533763618.61,87673807376.0
2005-08-09,542.0,687.0,,,8695852014.54,4.53,3062.84,274.33,16.89,2.26,951877317435.0,210023987768.0,8475991107.82,380804594858.88,87673891402.0
2005-08-10,542.0,687.0,,,9035498898.0,4.56,3062.94,276.21,16.99,2.4,958271034343.0,210023993828.0,8755787599.13,383626793785.25,87694791929.0
2005-08-11,542.0,687.0,,,11166685474.76,4.63,3128.42,280.41,17.24,2.65,972085903896.0,210023993828.0,10690495045.8,389177792654.14,87703562467.0
2005-08-12,542.0,687.0,,,12152912042.22,4.54,3065.73,275.2,16.91,3.05,954052631818.0,210024813142.0,11807697201.37,381654445062.88,87704381781.0
2005-08-15,542.0,688.0,,,9257291775.13,4.65,3119.15,281.95,17.34,2.21,976264202900.0,210024828512.0,9068911274.34,389848077142.4,87704379957.0
2005-08-16,542.0,688.0,,,10356792663.21,4.62,3085.49,280.33,17.23,2.53,970746960971.0,210025466552.0,10026558700.44,387476356480.04,87705017997.0
2005-08-17,542.0,688.0,,,10639817428.96,4.68,3097.03,284.21,17.45,2.66,984002165708.0,210026572397.0,10406454445.07,392561963866.73,87706123842.0
2005-08-18,542.0,688.0,,,14099028222.32,4.52,3001.4,274.61,16.84,3.54,950199192177.0,210032534603.0,13771572666.71,380190543093.03,87938852270.0
2005-08-19,542.0,688.0,,,9118909179.79,4.53,3002.14,274.82,16.85,2.28,950439984359.0,210036207782.0,8924867969.05,380106247809.25,87960425093.0
2005-08-22,542.0,688.0,,,6143792283.96,4.57,3030.41,277.91,17.03,1.62,960809575277.0,210039430118.0,5968994246.2,384469020882.04,87963617429.0
2005-08-23,542.0,688.0,,,5668677778.33,4.51,2992.37,274.33,16.8,1.51,947792915535.0,210039483517.0,5539496124.53,379061334866.81,88016453634.0
2005-08-24,542.0,688.0,,,5640705094.18,4.55,2996.65,276.58,16.93,1.49,955490167179.0,210039483517.0,5482628537.48,381930292645.04,88016453634.0
2005-08-25,542.0,689.0,,,6222548139.7,4.57,2973.82,278.03,16.99,1.77,960483635244.0,210039485770.0,6052587192.86,383211975515.7,88016459887.0
2005-08-26,542.0,689.0,,,6821321698.67,4.58,2952.73,278.74,17.01,1.96,962946855491.0,210110857967.0,6683702736.44,383552373326.46,88062179526.0
2005-08-29,542.0,689.0,,,6419496046.39,4.54,2912.06,275.94,16.84,1.94,953409904812.0,210111062756.0,6265250793.91,379729942830.59,88062386815.0
2005-08-30,542.0,689.0,,,5435285597.12,4.51,2909.81,274.27,16.76,1.48,947709583833.0,210113380508.0,5220311753.51,377598165843.33,88064704567.0
2005-08-31,542.0,689.0,,,6671107702.6,4.59,2950.43,278.98,17.06,1.8,963907585686.0,210116296583.0,6519571346.86,384343739910.7,88077820563.0
2005-09-01,542.0,689.0,,,9188961735.9,4.68,3003.87,284.9,17.41,2.49,984308707198.0,210122276355.0,8923083493.11,392544239793.1,88083800335.0
2005-09-02,542.0,689.0,,,8573129033.15,4.71,3012.15,286.69,17.51,2.23,990492615329.0,210129838332.0,8407544976.19,394716695812.56,88091361312.0
2005-09-05,542.0,690.0,,,7339417939.55,4.76,3016.23,289.36,17.66,1.94,999720392003.0,210136844291.0,7193412513.14,398503523735.3,88104370500.0
2005-09-06,542.0,690.0,,,9729254027.41,4.67,2978.17,283.91,17.34,2.59,980980369266.0,210140758876.0,9521444751.51,390814793215.4,88108285085.0
2005-09-07,542.0,692.0,,,8841676085.39,4.78,3025.69,290.72,17.75,2.26,1004438745153.0,210142341629.0,8691880829.33,400433907507.58,88157347838.0
2005-09-08,542.0,692.0,,,10015393594.05,4.79,3035.28,291.79,17.8,2.46,1007548102481.0,210142961815.0,9833296798.03,401470664319.09,88157968024.0
2005-09-09,542.0,692.0,,,7416450328.91,4.75,3009.36,289.41,17.66,1.81,998957011974.0,210393424859.0,7170345200.31,397980303260.48,88249431068.0
2005-09-12,542.0,692.0,,,4968730685.81,4.76,2999.22,290.2,17.69,1.4,1001698050893.0,210397099340.0,4819243463.54,398795070352.46,88253069549.0
2005-09-13,542.0,692.0,,,7308927303.67,4.86,3041.64,295.97,18.03,1.95,1021584084174.0,210397703506.0,7109565488.78,406721396290.73,88253677715.0
2005-09-14,542.0,692.0,,,9416237981.89,4.9,3073.57,298.55,18.19,2.55,1030486940310.0,210398372170.0,9186247813.74,410540314376.63,88254266379.0
2005-09-15,542.0,692.0,,,7541881596.54,4.91,3068.95,299.13,18.22,2.05,1032511771073.0,210401130202.0,7439523237.21,411137099846.61,88257024414.0
