,A_exchangeRate,A_istVol,A_marketValue,A_marketValue1,A_negotiableValue,A_negotiableValue1,A_productType,A_profitRate,A_profitRate1,A_searchDate,A_trdAmt,A_trdAmt1,A_trdTm,A_trdTm1,A_trdVol,A_trdVol1,B_exchangeRate,B_istVol,B_marketValue,B_marketValue1,B_negotiableValue,B_negotiableValue1,B_productType,B_profitRate,B_profitRate1,B_searchDate,B_trdAmt,B_trdAmt1,B_trdTm,B_trdTm1,B_trdVol,B_trdVol1,SH_exchangeRate,SH_istVol,SH_marketValue,SH_marketValue1,SH_negotiableValue,SH_negotiableValue1,SH_productType,SH_profitRate,SH_profitRate1,SH_searchDate,SH_trdAmt,SH_trdAmt1,SH_trdTm,SH_trdTm1,SH_trdVol,SH_trdVol1,date
76,0.4009,912,166637.16,166637.1645890501,136508.23,136508.2332487026,1,15.2,15.2,2011-08-19,735.34,735.34464899,417.8,417.8022,702869.1,702869.0981,0.2382,54,834.47,834.471398372,834.47,834.471398372,2,14.57,14.574,2011-08-19,2.37,2.37436799,1.82,1.8167,3198.91,3198.907,0.3996,966,167471.64,167471.6359874221,137342.7,137342.7046470746,12,15.2,15.197,2011-08-19,737.72,737.71901698,419.62,419.6189,706068.01,706068.0051,2011-08-19
77,-,191,0,0,0,0,1,,,1996-03-15,2.87,2.86678015,5.92,5.9238,5322.45,5322.4465,-,31,0,0,0,0,2,,,1996-03-15,0.21,0.21337178,0.04,0.0421,655.51,655.5076,-,222,0,0,0,0,12,,,1996-03-15,3.08,3.08015193,5.97,5.9659,5977.95,5977.9541,1996-03-15
78,1.0953,874,166181.75,166181.7462667995,108367.57,108367.5657958015,1,20.3,20.298,2010-09-06,1598.76,1598.7590856,832.79,832.7864,1436069.25,1436069.2464,0.5047,54,875.41,875.4093798095,875.41,875.4093798095,2,20.12,20.118,2010-09-06,4.09,4.09264284,3.01,3.0055,6552.61,6552.6107,1.0895,928,167057.16,167057.155646609,109242.98,109242.975175611,12,20.3,20.297,2010-09-06,1602.85,1602.85172844,835.79,835.7919,1442621.86,1442621.8571,2010-09-06
79,0.621,1096,244569.72,244569.7165459096,211787.42,211787.4215039092,1,14.14,14.137,2016-06-16,2024.94,2024.94076088,971.91,971.9068,1741964.47,1741964.4712,0.1529,52,955.52,955.524929006,955.52,955.524929006,2,27.84,27.838,2016-06-16,1.78,1.77691135,1.45,1.4494,2254.88,2254.8809,0.6185,1148,245525.24,245525.2414749156,212742.95,212742.9464329152,12,14.17,14.165,2016-06-16,2072.19,2072.19025655,973.42,973.4178,1913487.9,1913487.9017,2016-06-16
80,,,,,,,1,,,2000-10-21,,,,,,,,,,,,,2,,,2000-10-21,,,,,,,,,,,,,12,,,2000-10-21,,,,,,,2000-10-21
81,0.8209,871,147570.82,147570.8189446594,95188.52,95188.5216536251,1,18.11,18.109,2010-07-15,723.42,723.424853,473.98,473.9808,1055260.74,1055260.7371,0.3055,54,745.9,745.8992238321,745.9,745.8992238321,2,17.36,17.359,2010-07-15,2.23,2.23409226,1.99,1.9929,3950.82,3950.8196,0.8157,925,148316.72,148316.7181684915,95934.42,95934.4208774572,12,18.11,18.106,2010-07-15,725.66,725.65894526,475.97,475.9737,1059211.56,1059211.5567,2010-07-15
82,0.7416,639,23011.51,23011.5096851531,6520.09,6520.0928195647,1,32.12,32.116,2002-01-30,44.98,44.98129798,60.53,60.5294,55680.8,55680.8004,0.4692,54,496.93,496.9340390373,496.93,496.9340390373,2,33.07,33.067,2002-01-30,2.23,2.23161334,2.02,2.022,4254.25,4254.2494,0.7122,693,23508.44,23508.4437241904,7017.03,7017.026858602,12,32.14,32.135,2002-01-30,47.21,47.21291132,62.55,62.5514,59935.05,59935.0498,2002-01-30
83,,,,,,,1,,,1995-03-05,,,,,,,,,,,,,2,,,1995-03-05,,,,,,,,,,,,,12,,,1995-03-05,,,,,,,1995-03-05
84,,,,,,,1,,,1999-08-21,,,,,,,,,,,,,2,,,1999-08-21,,,,,,,,,,,,,12,,,1999-08-21,,,,,,,1999-08-21
85,0.6581,944,163802.4,163802.3986806005,138311.24,138311.2423189244,1,12.74,12.741,2013-01-28,1168.56,1168.56319992,516.13,516.1295,1279699.06,1279699.0606,0.6532,54,880.33,880.3307934783,880.33,880.3307934783,2,14.74,14.743,2013-01-28,4.93,4.92817752,4.21,4.205,9376.88,9376.8814,0.658,998,164682.73,164682.7294740788,139191.57,139191.5731124027,12,12.75,12.75,2013-01-28,1174.43,1174.43431803,520.34,520.3402,1291198.92,1291198.9238,2013-01-28
86,0.4916,913,165720.55,165720.5484606825,135826.91,135826.9106903678,1,15.11,15.11,2011-09-21,880.89,880.88505298,479.34,479.3415,863743.26,863743.2594,0.3336,54,815.94,815.9427194674,815.94,815.9427194674,2,14.47,14.469,2011-09-21,2.53,2.53301025,2.16,2.16,4479.75,4479.7459,0.4904,967,166536.49,166536.4911801499,136642.85,136642.8534098352,12,15.11,15.107,2011-09-21,883.42,883.41806323,481.5,481.5015,868223.01,868223.0053,2011-09-21
87,-,225,0,0,0,0,1,,,1996-07-11,43.48,43.47709965,97.57,97.5734,49267.29,49267.2927,-,27,0,0,0,0,2,,,1996-07-11,0.22,0.21959629,0.11,0.1066,636.07,636.066,-,252,0,0,0,0,12,,,1996-07-11,43.7,43.69669594,97.68,97.68,49903.36,49903.3587,1996-07-11
88,6.8767,445,14400.33,14400.3281251006,3963.05,3963.0484708433,1,41.09,41.086,1999-06-17,275.75,275.75111793,251.63,251.6274,239342.09,239342.0942,1.1029,53,179.34,179.3382697124,179.34,179.3382697124,2,12.95,12.947,1999-06-17,1.81,1.80509256,0.62,0.6187,8462.94,8462.9387,5.8237,498,14579.67,14579.666394813,4142.39,4142.3867405557,12,39.99,39.993,1999-06-17,277.56,277.55621049,252.25,252.2461,247805.03,247805.0329,1999-06-17
89,0.7717,614,26443.62,26443.6241367283,8336.7,8336.6973012739,1,48.38,48.379,2001-08-06,70.5,70.50237332,77.6,77.5959,52893.68,52893.679,1.6266,54,528.61,528.6136200599,528.61,528.6136200599,2,35.05,35.05,2001-08-06,9.01,9.008768,5.24,5.237,14147.46,14147.4554,0.868,668,26972.24,26972.2377567882,8865.31,8865.3109213338,12,48.03,48.033,2001-08-06,79.51,79.51114132,82.83,82.8329,67041.13,67041.1344,2001-08-06
90,,,,,,,1,,,2003-12-06,,,,,,,,,,,,,2,,,2003-12-06,,,,,,,,,,,,,12,,,2003-12-06,,,,,,,2003-12-06
91,1.6419,851,188343.95,188343.9451876652,53580.46,53580.4626057941,1,41.16,41.159,2008-03-24,882.65,882.65143722,599.9,599.8977,586421.58,586421.5775,0.2752,54,912.18,912.177570104,912.18,912.177570104,2,42.28,42.283,2008-03-24,2.72,2.72457792,2.37,2.3709,3175.21,3175.2074,1.5991,905,189256.12,189256.1227577692,54492.64,54492.6401758981,12,41.16,41.164,2008-03-24,885.38,885.37601514,602.27,602.2686,589596.78,589596.7849,2008-03-24
92,1.5612,859,184076.81,184076.8084685441,111137.86,111137.8589695191,1,28.84,28.844,2009-11-20,2005.65,2005.65443417,1146.96,1146.9616,1751460.89,1751460.8858,1.4281,54,890.46,890.4646907932,890.46,890.4646907932,2,22.47,22.472,2009-11-20,9.99,9.99156126,8.06,8.0601,17642.35,17642.3462,1.5597,913,184967.27,184967.2731593373,112028.32,112028.3236603123,12,28.81,28.806,2009-11-20,2015.65,2015.64599543,1155.02,1155.0217,1769103.23,1769103.232,2009-11-20
93,0.9457,713,28321.23,28321.2329967047,7974.27,7974.2673069238,1,38.55,38.548,2003-03-03,80.02,80.02447699,77.18,77.182,86531.52,86531.5247,0.1323,54,491.82,491.8180522089,491.82,491.8180522089,2,33.84,33.839,2003-03-03,0.62,0.61712951,0.52,0.5221,1222.26,1222.2565,0.8711,767,28813.05,28813.0510489136,8466.09,8466.0853591327,12,38.46,38.461,2003-03-03,80.64,80.6416065,77.7,77.7041,87753.78,87753.7812,2003-03-03
94,,,,,,,1,,,2002-02-18,,,,,,,,,,,,,2,,,2002-02-18,,,,,,,,,,,,,12,,,2002-02-18,,,,,,,2002-02-18
95,,,,,,,1,,,1998-01-31,,,,,,,,,,,,,2,,,1998-01-31,,,,,,,,,,,,,12,,,1998-01-31,,,,,,,1998-01-31
96,2.2254,640,24588.31,24588.3051403527,6985.3,6985.2988968701,1,34.31,34.306,2002-01-31,158.75,158.75264779,173.5,173.4966,167319.67,167319.6721,2.2814,54,545.85,545.8454462644,545.85,545.8454462644,2,36.33,36.333,2002-01-31,12.44,12.44074701,8.32,8.3165,20687.3,20687.2973,2.2315,694,25134.15,25134.1505866171,7531.14,7531.1443431345,12,34.35,34.346,2002-01-31,171.19,171.1933948,181.81,181.8131,188006.97,188006.9694,2002-01-31
97,-,365,,,,,1,,,1997-11-04,21.43,21.4280015,29.65,29.6509,20739.23,20739.228,-,46,,,,,2,,,1997-11-04,0.66,0.66479279,0.18,0.1769,1977.07,1977.0719,-,411,,,,,12,,,1997-11-04,22.09,22.09279429,29.83,29.8278,22716.3,22716.2999,1997-11-04
98,1.6298,526,23916.19,23916.1906891523,7400.4,7400.4008354729,1,58.49,58.493,2000-11-09,128.81,128.8074525,121.69,121.6898,85454.33,85454.3272,0.7898,55,279.17,279.1748577298,279.17,279.1748577298,2,21.23,21.23,2000-11-09,2.23,2.22549598,0.78,0.7771,6718.94,6718.9419,1.5125,581,24195.37,24195.3655468821,7679.58,7679.5756932027,12,57.38,57.375,2000-11-09,131.03,131.03294848,122.47,122.4669,92173.27,92173.2691,2000-11-09
99,2.88,853,103804.98,103804.9762034953,32924.99,32924.9935864992,1,16,15.999,2008-12-03,891.84,891.83893125,777.11,777.1128,1346502.27,1346502.2709,0.868,54,395.14,395.140250286,395.14,395.140250286,2,12.3,12.297,2008-12-03,3.55,3.54635567,4.95,4.9473,10518.91,10518.9051,2.8291,907,104200.12,104200.1164537813,33320.13,33320.1338367852,12,15.98,15.981,2008-12-03,895.39,895.38528692,782.06,782.0601,1357021.18,1357021.176,2008-12-03
100,1.8653,846,218629.85,218629.8472312038,58428.92,58428.9155823234,1,68.01,68.007,2007-10-19,1016.63,1016.63158386,537.35,537.3529,541416.86,541416.8619,0.9412,54,1435.37,1435.3710696909,1435.37,1435.3710696909,2,61.93,61.933,2007-10-19,16.09,16.08805787,7.57,7.5668,10832.06,10832.0584,1.8301,900,220065.22,220065.2183008947,59864.29,59864.2866520143,12,67.97,67.966,2007-10-19,1032.72,1032.71964173,544.92,544.9197,552248.92,552248.9203,2007-10-19
101,0.708,1068,290789.69,290789.6949942431,250230.94,250230.9411336245,1,17.43,17.431,2015-12-16,2646.56,2646.56175991,1217.59,1217.5926,1925992.4,1925992.4023,0.8035,52,1173.42,1173.4178899259,1173.42,1173.4178899259,2,24.74,24.741,2015-12-16,9.66,9.65670784,6.01,6.0075,11760.46,11760.4582,0.7085,1120,291963.11,291963.112884169,251404.36,251404.3590235504,12,17.45,17.451,2015-12-16,2672.74,2672.73607643,1223.66,1223.6586,1964116.62,1964116.6214,2015-12-16
102,0.8498,868,171285.16,171285.1601840007,112253.12,112253.1184760517,1,26.33,26.334,2010-04-20,1245.1,1245.10497516,689.25,689.2526,1013004.71,1013004.7118,0.3984,54,867.61,867.6051554324,867.61,867.6051554324,2,21.85,21.853,2010-04-20,3.56,3.56447127,2.83,2.8281,4959.99,4959.993,0.8451,922,172152.77,172152.7653394331,113120.72,113120.7236314841,12,26.31,26.308,2010-04-20,1248.67,1248.66944643,692.08,692.0807,1017964.7,1017964.7048,2010-04-20
103,,,,,,,1,,,2009-01-10,,,,,,,,,,,,,2,,,2009-01-10,,,,,,,,,,,,,12,,,2009-01-10,,,,,,,2009-01-10
104,1.0663,878,186865.56,186865.5615654396,126450.72,126450.7217739845,1,22.71,22.713,2010-10-28,1859.55,1859.54562859,925.67,925.6675,1434424.43,1434424.4345,0.5634,54,965.24,965.2421579662,965.24,965.2421579662,2,22.76,22.762,2010-10-28,5.1,5.10477263,3.74,3.735,7314.89,7314.8944,1.0615,932,187830.8,187830.8037234058,127415.96,127415.9639319507,12,22.71,22.713,2010-10-28,1864.65,1864.65040122,929.4,929.4025,1441739.33,1441739.3289,2010-10-28
105,0.3024,950,148456.52,148456.5165962413,133849.16,133849.1567909902,1,9.78,9.78,2014-05-14,568.46,568.45853258,292.87,292.8697,723781.1,723781.098,0.0916,53,682.23,682.2259500581,682.23,682.2259500581,2,12.22,12.218,2014-05-14,0.78,0.78108439,0.86,0.8593,1343.16,1343.1552,0.3011,1003,149138.74,149138.7425462994,134531.38,134531.3827410483,12,9.79,9.788,2014-05-14,574.29,574.29046983,293.74,293.735,740600.51,740600.5076,2014-05-14
106,1.1626,861,180462.61,180462.6101197739,117209.83,117209.825247786,1,28.21,28.214,2010-01-11,1771.17,1771.16891739,842.3,842.3041,1355868.29,1355868.2873,0.6285,54,864.05,864.045379851,864.05,864.045379851,2,21.78,21.78,2010-01-11,4.96,4.96479352,3.67,3.6745,7763.87,7763.8728,1.157,915,181326.66,181326.6554996249,118073.87,118073.870627637,12,28.18,28.175,2010-01-11,1776.13,1776.13371091,845.98,845.9786,1363632.16,1363632.1601,2010-01-11
107,0.6799,468,15171.88,15171.8840411051,4249.82,4249.8196411295,1,40.08,40.082,1999-12-02,32.75,32.749888,39.24,39.2447,27658.41,27658.4073,0.0958,54,140.31,140.3111989685,140.31,140.3111989685,2,10.05,10.046,1999-12-02,0.17,0.16851785,0.09,0.0859,778.52,778.5245,0.5827,522,15312.2,15312.1952400736,4390.13,4390.130840098,12,38.98,38.984,1999-12-02,32.92,32.91840585,39.33,39.3306,28436.93,28436.9318,1999-12-02
108,1.2121,454,15464.28,15464.2795386689,4339.07,4339.0659001919,1,42.75,42.749,1999-08-13,49.02,49.01596883,57.92,57.9184,44832.61,44832.6073,0.1649,54,161.75,161.748359464,161.75,161.748359464,2,11.64,11.636,1999-08-13,0.29,0.29046066,0.13,0.1269,1336.71,1336.7077,1.024,508,15626.03,15626.0278981329,4500.81,4500.8142596559,12,41.55,41.551,1999-08-13,49.31,49.30642949,58.05,58.0453,46169.32,46169.315,1999-08-13
109,0.0255,240,4440.26,4440.257832,989.67,989.66918278,1,31.04,31.041,1996-08-21,28.1,28.09838195,55.11,55.1124,31419,31419.0026,0.0035,39,14.23,14.22847824,14.23,14.22847824,2,11.29,11.287,1996-08-21,0.5,0.49734483,0.24,0.239,1461.32,1461.3238,0.0199,279,4454.49,4454.48631024,1003.9,1003.89766102,12,29.75,29.753,1996-08-21,28.6,28.59572678,55.35,55.3514,32880.33,32880.3264,1996-08-21
110,1.1269,860,182952.14,182952.1441365614,113348.3,113348.2988442356,1,28.65,28.645,2009-12-30,1575.23,1575.22668026,779,778.9991,1290554.54,1290554.5382,0.3687,54,849.52,849.5249751708,849.52,849.5249751708,2,21.46,21.456,2009-12-30,2.97,2.97232831,2.28,2.2813,4555.49,4555.4948,1.1188,914,183801.67,183801.6691117322,114197.82,114197.8238194064,12,28.6,28.602,2009-12-30,1578.2,1578.19900857,781.28,781.2804,1295110.03,1295110.033,2009-12-30
111,1.4558,853,144447.12,144447.1179871794,42162.62,42162.6242534226,1,20.73,20.73,2008-06-27,614.08,614.07984288,528.75,528.747,600086.97,600086.9705,0.4424,54,714.61,714.606321522,714.61,714.606321522,2,18.41,18.414,2008-06-27,3.21,3.20600936,3.25,3.2452,5278.22,5278.22,1.4273,907,145161.72,145161.7243087014,42877.23,42877.2305749446,12,20.72,20.718,2008-06-27,617.29,617.28585224,531.99,531.9922,605365.19,605365.1905,2008-06-27
112,0.291,912,164554.17,164554.1739557544,135025.01,135025.008073751,1,15.01,15.011,2011-09-09,534.82,534.82335161,312.28,312.276,511176.59,511176.5949,0.1242,54,815.55,815.5518122042,815.55,815.5518122042,2,14.44,14.441,2011-09-09,0.98,0.97798137,0.97,0.9699,1667.2,1667.2031,0.2898,966,165369.73,165369.7257679586,135840.56,135840.5598859552,12,15.01,15.008,2011-09-09,535.8,535.80133298,313.25,313.2459,512843.8,512843.798,2011-09-09
113,0.4812,944,156913.1,156913.1040167111,133531.09,133531.0917291487,1,12.23,12.228,2013-04-22,820.76,820.75897733,413.08,413.0756,948705.01,948705.012,0.3018,54,839.21,839.2082416022,839.21,839.2082416022,2,14.18,14.177,2013-04-22,2.15,2.14950478,1.89,1.8942,4332.28,4332.2842,0.4799,998,157752.31,157752.3122583133,134370.3,134370.2999707509,12,12.24,12.237,2013-04-22,824.26,824.26468434,414.98,414.9779,958524.32,958524.3152,2013-04-22
114,0.5541,944,170048.3,170048.3026399489,143269.49,143269.4891824463,1,13.23,13.234,2013-02-08,983.51,983.50930312,436.45,436.4542,1079968.18,1079968.1841,0.7538,54,917.78,917.7763725511,917.78,917.7763725511,2,15.34,15.342,2013-02-08,6.25,6.2465939,5.31,5.3136,10821.12,10821.122,0.5556,998,170966.08,170966.0790125,144187.27,144187.2655549974,12,13.24,13.243,2013-02-08,989.88,989.88163242,441.77,441.7694,1091110.06,1091110.0639,2013-02-08
115,-,213,0,0,0,0,1,,,1996-06-24,26.29,26.28720232,60.53,60.5318,31770.77,31770.7728,-,35,0,0,0,0,2,,,1996-06-24,0.34,0.34005131,0.16,0.164,849.08,849.0753,-,248,0,0,0,0,12,,,1996-06-24,26.63,26.62725363,60.7,60.6958,32619.85,32619.8481,1996-06-24
116,1.043,669,29818.11,29818.1149621366,8423.1,8423.1013882851,1,43.54,43.535,2002-07-11,89.2,89.19754433,84.77,84.7737,86033.67,86033.6721,0.6384,54,604.72,604.721763564,604.72,604.721763564,2,41.08,41.083,2002-07-11,3.63,3.62582612,2.48,2.4752,5840.44,5840.4361,1.0026,723,30422.84,30422.8367257006,9027.82,9027.8231518491,12,43.49,43.487,2002-07-11,92.82,92.82337045,87.25,87.2489,91874.11,91874.1082,2002-07-11
117,,,,,,,1,,,2017-12-24,,,,,,,,,,,,,2,,,2017-12-24,,,,,,,,,,,,,12,,,2017-12-24,,,,,,,2017-12-24
118,0.5803,461,15109.11,15109.1138407162,4332.29,4332.2881505293,1,40.9,40.903,1999-10-14,25.81,25.80524871,31.8,31.8049,22846.27,22846.2687,0.1224,54,140.79,140.7879334443,140.79,140.7879334443,2,10.05,10.047,1999-10-14,0.19,0.19317805,0.11,0.1145,994.46,994.4625,0.502,515,15249.9,15249.9017741605,4473.08,4473.0760839736,12,39.74,39.738,1999-10-14,26,25.99842676,31.92,31.9194,23840.73,23840.7312,1999-10-14
119,0.9245,860,177708.39,177708.3891615403,109032.71,109032.7148758961,1,27.86,27.856,2009-12-17,1233.59,1233.59357001,775.9,775.904,1049393.09,1049393.0856,0.6059,54,838.48,838.4796602931,838.48,838.4796602931,2,21.21,21.21,2009-12-17,5.18,5.1829983,4.31,4.3089,7485.85,7485.85,0.9211,914,178546.87,178546.8688218334,109871.19,109871.1945361892,12,27.82,27.816,2009-12-17,1238.78,1238.77656831,780.21,780.2129,1056878.94,1056878.9356,2009-12-17
120,,,,,,,1,,,2002-05-02,,,,,,,,,,,,,2,,,2002-05-02,,,,,,,,,,,,,12,,,2002-05-02,,,,,,,2002-05-02
121,0.9309,828,26875.1,26875.099546702,7355.74,7355.7374495843,1,25.52,25.515,2004-10-20,75.47,75.46587269,83.28,83.2824,117111.87,117111.8722,0.1531,54,346.76,346.7641682127,346.76,346.7641682127,2,23.42,23.415,2004-10-20,0.59,0.5907244,0.64,0.6396,1533.74,1533.7386,0.8735,882,27221.86,27221.8637149147,7702.5,7702.501617797,12,25.49,25.487,2004-10-20,76.06,76.05659709,83.92,83.922,118645.61,118645.6108,2004-10-20
122,,,,,,,1,,,1997-09-27,,,,,,,,,,,,,2,,,1997-09-27,,,,,,,,,,,,,12,,,1997-09-27,,,,,,,1997-09-27
123,-,406,,,,,1,,,1998-08-18,32.07,32.07363205,48.03,48.0259,33821.77,33821.7658,-,50,,,,,2,,,1998-08-18,0.43,0.42620634,0.25,0.2517,3329.87,3329.8723,-,456,,,,,12,,,1998-08-18,32.5,32.49983839,48.28,48.2776,37151.64,37151.6381,1998-08-18
124,0.61,628,27152.53,27152.5260449565,7898.86,7898.8639582833,1,39.19,39.192,2001-11-26,49.53,49.5287575,56.15,56.1456,44641.5,44641.5009,0.2495,54,603.09,603.0932732105,603.09,603.0932732105,2,39.67,39.672,2001-11-26,1.46,1.46099142,0.97,0.9655,2261.99,2261.9894,0.5703,682,27755.62,27755.619318167,8501.96,8501.9572314938,12,39.2,39.202,2001-11-26,50.99,50.98974892,57.11,57.1111,46903.49,46903.4903,2001-11-26
125,0.4212,932,162239.78,162239.7811436044,133837.75,133837.7530421287,1,12.67,12.671,2012-05-22,754.57,754.56858693,380.31,380.3089,768694.63,768694.6336,0.1357,54,767.21,767.2147940074,767.21,767.2147940074,2,12.13,12.132,2012-05-22,1.12,1.11757881,1.13,1.1294,1822.42,1822.4157,0.4191,986,163007,163006.9959376118,134604.97,134604.9678361361,12,12.67,12.669,2012-05-22,755.72,755.72387574,381.44,381.4387,770568.85,770568.8493,2012-05-22
126,0.4267,937,150014.51,150014.5147795825,123879.65,123879.653177396,1,11.7,11.703,2012-07-19,682.58,682.57956338,389.88,389.8826,790524.79,790524.7873,0.285,54,730.58,730.579266673,730.58,730.579266673,2,12.12,12.119,2012-07-19,1.94,1.93676918,1.92,1.9207,3864.7,3864.6987,0.4257,991,150745.09,150745.0940462555,124610.23,124610.232444069,12,11.71,11.705,2012-07-19,684.52,684.51633256,391.8,391.8033,794389.49,794389.486,2012-07-19
127,0.5539,919,159302.86,159302.8552111381,130806.23,130806.2325850619,1,14.5,14.499,2011-12-01,950.19,950.18565078,497.98,497.981,981569.84,981569.8392,0.5901,54,736.18,736.1845544219,736.18,736.1845544219,2,13.16,13.163,2011-12-01,4.07,4.06508556,3.51,3.5074,7923.48,7923.4844,0.5542,973,160039.04,160039.03976556,131542.42,131542.4171394838,12,14.49,14.492,2011-12-01,954.55,954.54873634,501.49,501.4885,989993.32,989993.3236,2011-12-01
128,0.4274,930,162225.73,162225.7323264938,133795.38,133795.3772772963,1,12.67,12.673,2012-05-15,775.11,775.11255671,424.06,424.0595,778599.24,778599.2426,0.2016,54,774.42,774.4182562972,774.42,774.4182562972,2,12.3,12.301,2012-05-15,1.69,1.69238638,1.56,1.5578,2706.63,2706.6311,0.4258,984,163000.15,163000.150582791,134569.8,134569.7955335935,12,12.67,12.671,2012-05-15,776.97,776.96794059,425.62,425.6175,781542.87,781542.8737,2012-05-15
129,0.6069,467,15209.81,15209.8071853114,4252.24,4252.2384948589,1,39.97,39.974,1999-11-29,27.62,27.62150593,32.9,32.8959,24693.69,24693.6915,0.1352,54,139.5,139.503658234,139.5,139.503658234,2,10.07,10.066,1999-11-29,0.24,0.23782579,0.11,0.1053,1098.52,1098.519,0.5284,521,15349.31,15349.3108435454,4391.74,4391.7421530929,12,38.95,38.952,1999-11-29,27.86,27.85933172,33,33.0012,25792.21,25792.2105,1999-11-29
130,,,,,,,1,,,2010-01-31,,,,,,,,,,,,,2,,,2010-01-31,,,,,,,,,,,,,12,,,2010-01-31,,,,,,,2010-01-31
131,,,,,,,1,,,2004-08-08,,,,,,,,,,,,,2,,,2004-08-08,,,,,,,,,,,,,12,,,2004-08-08,,,,,,,2004-08-08
132,,,,,,,1,,,2005-10-01,,,,,,,,,,,,,2,,,2005-10-01,,,,,,,,,,,,,12,,,2005-10-01,,,,,,,2005-10-01
133,0.8325,1099,256834.55,256834.5532374825,222654.22,222654.2247269176,1,14.81,14.808,2016-07-05,2714.64,2714.64190711,1265.79,1265.7876,2355936.02,2355936.0156,0.2771,52,1059.46,1059.4604422005,1059.46,1059.4604422005,2,28.74,28.741,2016-07-05,2.94,2.94408723,1.97,1.9704,4295.98,4295.9785,0.8295,1151,257894.01,257894.013679683,223713.69,223713.6851691181,12,14.84,14.837,2016-07-05,2725.24,2725.23533471,1267.83,1267.8263,2372861.12,2372861.1245,2016-07-05
134,,,,,,,1,,,2012-09-29,,,,,,,,,,,,,2,,,2012-09-29,,,,,,,,,,,,,12,,,2012-09-29,,,,,,,2012-09-29
135,0.598,1380,331145.12,331145.1214631128,280880.78,280880.7761670505,1,18.21,18.211,2017-11-29,2181.24,2181.24302688,1015.17,1015.1742,1842658.64,1842658.6352,0.157,51,996.48,996.4763823372,996.48,996.4763823372,2,22.46,22.457,2017-11-29,1.86,1.8575075,1.58,1.5816,2453.41,2453.4139,0.5958,1431,332141.6,332141.59784545,281877.25,281877.2525493877,12,18.22,18.221,2017-11-29,2195.24,2195.24370666,1016.88,1016.8842,1867653.57,1867653.5737,2017-11-29
136,3.1835,773,31967.03,31967.0321960368,8648.17,8648.1662769031,1,39.72,39.721,2004-02-02,267.54,267.54244908,213.52,213.5243,340321.51,340321.5068,0.5798,54,452.24,452.2391272166,452.24,452.2391272166,2,33.24,33.243,2004-02-02,2.51,2.5135276,2.31,2.3091,5561.5,5561.5027,2.9691,827,32419.27,32419.2713232534,9100.41,9100.4054041197,12,39.62,39.62,2004-02-02,270.06,270.05597668,215.83,215.8334,345883.01,345883.0095,2004-02-02
137,-,182,0,0,0,0,1,,,1995-11-17,7.5,7.49543527,13.06,13.0593,11747.59,11747.5916,-,24,0,0,0,0,2,,,1995-11-17,0.16,0.16213547,0.03,0.0302,585.63,585.63,-,206,0,0,0,0,12,,,1995-11-17,7.66,7.65757074,13.09,13.0895,12333.22,12333.2216,1995-11-17
138,,,,,,,1,,,2017-10-22,,,,,,,,,,,,,2,,,2017-10-22,,,,,,,,,,,,,12,,,2017-10-22,,,,,,,2017-10-22
139,0.0568,280,5116.9,5116.90019277,1204.46,1204.46153986,1,32.23,32.229,1996-12-19,77.26,77.2606106,171.36,171.3621,78873.26,78873.2627,0.0127,41,17.94,17.94061788,17.94,17.94061788,2,13.56,13.562,1996-12-19,1.69,1.69003841,0.96,0.9604,5554.2,5554.2013,0.0463,321,5134.84,5134.84081065,1222.4,1222.40215774,12,30.94,30.941,1996-12-19,78.95,78.95064901,172.32,172.3225,84427.46,84427.464,1996-12-19
140,1.1892,798,31354.9,31354.8991251581,8535.17,8535.1668809003,1,38.54,38.541,2004-04-29,108.76,108.76136002,98.17,98.1726,131794,131793.9995,0.2568,54,416.09,416.091935921,416.09,416.091935921,2,30.46,30.455,2004-04-29,1.14,1.14008352,1.17,1.1668,2463.44,2463.4427,1.1149,852,31770.99,31770.9910610791,8951.26,8951.2588168213,12,38.42,38.416,2004-04-29,109.9,109.90144354,99.34,99.3394,134257.44,134257.4422,2004-04-29
141,0.8506,944,162360.32,162360.3236986174,137069.85,137069.847831669,1,12.63,12.63,2013-01-15,1409.58,1409.57870631,692.89,692.8918,1652213.84,1652213.8385,0.5616,54,845.57,845.5697258637,845.57,845.5697258637,2,14.23,14.227,2013-01-15,4.12,4.1234989,3.82,3.8237,8062.39,8062.3948,0.8484,998,163205.89,163205.8934244811,137915.42,137915.4175575327,12,12.64,12.637,2013-01-15,1414.84,1414.84135498,696.72,696.7206,1663200.79,1663200.7905,2013-01-15
142,,,,,,,1,,,2001-09-30,,,,,,,,,,,,,2,,,2001-09-30,,,,,,,,,,,,,12,,,2001-09-30,,,,,,,2001-09-30
