date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
2005-06-23,1,除权除息,1.5,0.0,0.0,0.0,,,,,,,,2005-06-23,除权除息,600979
2006-09-28,1,除权除息,0.0,0.0,2.799999952316284,0.0,,,,,,,,2006-09-28,除权除息,600979
2006-09-28,5,股本变化,,,,,,6500.0,8320.0,16517.08984375,16517.08984375,,,2006-09-28,股本变化,600979
2007-06-18,1,除权除息,2.5,0.0,2.0,0.0,,,,,,,,2007-06-18,除权除息,600979
2007-06-19,5,股本变化,,,,,,8320.0,9984.0,16517.08984375,19820.509765625,,,2007-06-19,股本变化,600979
2007-09-28,5,股本变化,,,,,,9984.0,14515.669921875,19820.509765625,19820.509765625,,,2007-09-28,股本变化,600979
2008-08-28,1,除权除息,0.0,0.0,2.0,0.0,,,,,,,,2008-08-28,除权除息,600979
2008-08-29,5,股本变化,,,,,,14515.6728515625,17418.80859375,19820.505859375,23784.607421875,,,2008-08-29,股本变化,600979
2008-10-06,5,股本变化,,,,,,17418.80859375,18799.853515625,23784.607421875,23784.607421875,,,2008-10-06,股本变化,600979
2009-09-29,3,非流通股上市,,,,,,18799.853515625,23784.607421875,23784.607421875,23784.607421875,,,2009-09-29,非流通股上市,600979
2010-09-17,5,股本变化,,,,,,23784.607421875,23784.607421875,23784.607421875,29644.607421875,,,2010-09-17,股本变化,600979
2011-04-27,1,除权除息,0.20000000298023224,0.0,10.0,0.0,,,,,,,,2011-04-27,除权除息,600979
2011-04-28,2,送配股上市,,,,,,23784.607421875,47569.21484375,29644.607421875,59289.21484375,,,2011-04-28,送配股上市,600979
2011-09-20,5,股本变化,,,,,,47569.21484375,59289.21484375,59289.21484375,59289.21484375,,,2011-09-20,股本变化,600979
2013-01-25,5,股本变化,,,,,,59289.21484375,59289.21484375,59289.21484375,71789.2109375,,,2013-01-25,股本变化,600979
2013-05-23,1,除权除息,0.5,0.0,0.0,0.0,,,,,,,,2013-05-23,除权除息,600979
2014-01-27,5,股本变化,,,,,,59289.21484375,71789.2109375,71789.2109375,71789.2109375,,,2014-01-27,股本变化,600979
2014-06-18,1,除权除息,0.5,0.0,0.0,0.0,,,,,,,,2014-06-18,除权除息,600979
2016-05-06,5,股本变化,,,,,,71789.2109375,71789.2109375,71789.2109375,94789.2109375,,,2016-05-06,股本变化,600979
2017-08-17,1,除权除息,0.5,0.0,0.0,0.0,,,,,,,,2017-08-17,除权除息,600979
2018-07-09,1,除权除息,0.5,0.0,0.0,0.0,,,,,,,,2018-07-09,除权除息,600979
