date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
1994-09-23,1,除权除息,0.0,0.0,4.0,0.0,,,,,,,,1994-09-23,除权除息,000573
1994-09-28,2,送配股上市,,,,,,1800.0,2520.0,7200.0,10080.0,,,1994-09-28,送配股上市,000573
1994-12-30,5,股本变化,,,,,,2520.0,3240.0,10080.0,12960.0,,,1994-12-30,股本变化,000573
1995-03-28,3,非流通股上市,,,,,,3240.0,5031.0,12960.0,12960.0,,,1995-03-28,非流通股上市,000573
1995-05-30,1,除权除息,1.0,0.0,2.0,0.0,,,,,,,,1995-05-30,除权除息,000573
1995-06-01,2,送配股上市,,,,,,5031.0,6354.16015625,12960.0,14283.0,,,1995-06-01,送配股上市,000573
1996-04-16,1,除权除息,0.0,5.800000190734863,0.0,2.0999999046325684,,,,,,,,1996-04-16,除权除息,000573
1996-04-30,2,送配股上市,,,,,,6354.16015625,8173.169921875,14283.0,15949.98046875,,,1996-04-30,送配股上市,000573
1996-06-12,1,除权除息,2.0,0.0,7.900000095367432,0.0,,,,,,,,1996-06-12,除权除息,000573
1996-06-14,2,送配股上市,,,,,,8173.169921875,15596.580078125,15949.98046875,28550.4609375,,,1996-06-14,送配股上市,000573
1997-06-24,1,除权除息,0.0,0.0,4.0,0.0,,,,,,,,1997-06-24,除权除息,000573
1997-06-26,2,送配股上市,,,,,,15596.580078125,21835.220703125,28550.4609375,39970.6484375,,,1997-06-26,送配股上市,000573
1998-08-21,1,除权除息,0.0,5.079999923706055,0.0,2.1419999599456787,,,,,,,,1998-08-21,除权除息,000573
1998-09-30,2,送配股上市,,,,,,21835.220703125,26527.689453125,39970.6484375,45128.390625,,,1998-09-30,送配股上市,000573
1999-09-13,1,除权除息,0.6000000238418579,0.0,0.0,0.0,,,,,,,,1999-09-13,除权除息,000573
1999-11-18,3,非流通股上市,,,,,,26527.689453125,29227.8203125,45128.390625,45128.390625,,,1999-11-18,非流通股上市,000573
2006-06-16,1,除权除息,0.0,0.0,5.869588851928711,0.0,,,,,,,,2006-06-16,除权除息,000573
2006-06-16,5,股本变化,,,,,,29227.8203125,46374.98828125,45128.390625,62275.55859375,,,2006-06-16,股本变化,000573
2007-07-10,5,股本变化,,,,,,46374.9921875,52589.234375,62275.55859375,62275.55859375,,,2007-07-10,股本变化,000573
2007-07-25,5,股本变化,,,,,,52589.234375,52944.125,62275.55859375,62275.55859375,,,2007-07-25,股本变化,000573
2007-12-31,5,股本变化,,,,,,52944.125,52948.41796875,62275.55859375,62275.55859375,,,2007-12-31,股本变化,000573
2008-08-28,5,股本变化,,,,,,52948.41796875,53495.7265625,62275.55859375,62275.55859375,,,2008-08-28,股本变化,000573
2008-09-11,5,股本变化,,,,,,53495.7265625,53518.53125,62275.55859375,62275.55859375,,,2008-09-11,股本变化,000573
2008-12-31,5,股本变化,,,,,,53518.53125,53519.93359375,62275.55859375,62275.55859375,,,2008-12-31,股本变化,000573
2011-04-12,3,非流通股上市,,,,,,53519.93359375,62228.58203125,62275.55859375,62275.55859375,,,2011-04-12,非流通股上市,000573
2012-07-09,1,除权除息,0.4000000059604645,0.0,0.0,0.0,,,,,,,,2012-07-09,除权除息,000573
2015-12-31,5,股本变化,,,,,,62228.58203125,62217.33203125,62275.55859375,62275.55859375,,,2015-12-31,股本变化,000573
2017-06-09,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2017-06-09,除权除息,000573
2017-12-31,5,股本变化,,,,,,62217.33203125,62217.50390625,62275.55859375,63900.55859375,,,2017-12-31,股本变化,000573
2018-01-18,5,股本变化,,,,,,62217.50390625,62217.50390625,63900.55859375,64820.55859375,,,2018-01-18,股本变化,000573
