date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
2009-12-16,5,股本变化,,,,,,0.0,3160.0,15750.0,15750.0,,,2009-12-16,股本变化,002320
2010-03-16,3,非流通股上市,,,,,,3160.0,3950.0,15750.0,15750.0,,,2010-03-16,非流通股上市,002320
2010-05-12,1,除权除息,6.0,0.0,3.0,0.0,,,,,,,,2010-05-12,除权除息,002320
2010-05-12,9,转配股上市,,,,,,3950.0,5135.0,15750.0,20475.0,,,2010-05-12,转配股上市,002320
2010-12-16,5,股本变化,,,,,,5135.0,8967.896484375,20475.0,20475.0,,,2010-12-16,股本变化,002320
2010-12-31,5,股本变化,,,,,,8967.896484375,8847.646484375,20475.0,20475.0,,,2010-12-31,股本变化,002320
2011-06-10,1,除权除息,6.0,0.0,6.0,0.0,,,,,,,,2011-06-10,除权除息,002320
2011-06-10,9,转配股上市,,,,,,8847.646484375,14091.8134765625,20475.0,32760.0,,,2011-06-10,转配股上市,002320
2011-12-31,5,股本变化,,,,,,14091.8134765625,14220.0048828125,32760.0,32760.0,,,2011-12-31,股本变化,002320
2012-04-25,1,除权除息,4.0,0.0,3.0,0.0,,,,,,,,2012-04-25,除权除息,002320
2012-04-25,9,转配股上市,,,,,,14220.0048828125,18486.103515625,32760.0,42588.0,,,2012-04-25,转配股上市,002320
2012-12-17,5,股本变化,,,,,,18486.103515625,42420.87890625,42588.0,42588.0,,,2012-12-17,股本变化,002320
2012-12-31,5,股本变化,,,,,,42420.87890625,42587.52734375,42588.0,42588.0,,,2012-12-31,股本变化,002320
2013-06-05,1,除权除息,1.5,0.0,0.0,0.0,,,,,,,,2013-06-05,除权除息,002320
2013-06-30,5,股本变化,,,,,,42587.52734375,42587.5625,42588.0,42588.0,,,2013-06-30,股本变化,002320
2014-06-12,1,除权除息,0.4000000059604645,0.0,0.0,0.0,,,,,,,,2014-06-12,除权除息,002320
2014-06-30,5,股本变化,,,,,,42587.5625,42587.609375,42588.0,42588.0,,,2014-06-30,股本变化,002320
2014-12-31,5,股本变化,,,,,,42587.609375,42587.6171875,42588.0,42588.0,,,2014-12-31,股本变化,002320
2015-06-23,1,除权除息,0.18000000715255737,0.0,0.0,0.0,,,,,,,,2015-06-23,除权除息,002320
2015-12-31,5,股本变化,,,,,,42587.6171875,42587.625,42588.0,42588.0,,,2015-12-31,股本变化,002320
2016-06-30,5,股本变化,,,,,,42587.625,42587.71875,42588.0,42588.0,,,2016-06-30,股本变化,002320
2016-07-01,1,除权除息,0.25999999046325684,0.0,0.0,0.0,,,,,,,,2016-07-01,除权除息,002320
2017-03-30,5,股本变化,,,,,,42587.71875,20705.109375,42588.0,50801.89453125,,,2017-03-30,股本变化,002320
2017-06-13,1,除权除息,0.2800000011920929,0.0,0.0,0.0,,,,,,,,2017-06-13,除权除息,002320
2018-03-30,5,股本变化,,,,,,20705.109375,42951.06640625,50801.89453125,50801.89453125,,,2018-03-30,股本变化,002320
2018-06-06,1,除权除息,2.0,0.0,3.0,0.0,,,,,,,,2018-06-06,除权除息,002320
2018-06-06,9,转配股上市,,,,,,42951.06640625,55836.38671875,50801.89453125,66042.4609375,,,2018-06-06,转配股上市,002320
2018-06-30,5,股本变化,,,,,,55836.38671875,55836.29296875,66042.4609375,66042.4609375,,,2018-06-30,股本变化,002320
