date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
2006-12-20,5,股本变化,,,,,,0.0,0.0,0.0,20000.0,,,2006-12-20,股本变化,002105
2007-01-12,5,股本变化,,,,,,0.0,5440.0,20000.0,26800.0,,,2007-01-12,股本变化,002105
2007-04-12,5,股本变化,,,,,,5440.0,6800.0,26800.0,26800.0,,,2007-04-12,股本变化,002105
2007-06-25,1,除权除息,1.2000000476837158,0.0,0.0,0.0,,,,,,,,2007-06-25,除权除息,002105
2008-01-14,5,股本变化,,,,,,6800.0,13056.0,26800.0,26800.0,,,2008-01-14,股本变化,002105
2008-06-26,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2008-06-26,除权除息,002105
2009-06-23,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2009-06-23,除权除息,002105
2010-01-13,5,股本变化,,,,,,13056.0,26800.0,26800.0,26800.0,,,2010-01-13,股本变化,002105
2010-06-25,1,除权除息,1.2000000476837158,0.0,0.0,0.0,,,,,,,,2010-06-25,除权除息,002105
2012-06-28,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2012-06-28,除权除息,002105
2013-06-05,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2013-06-05,除权除息,002105
2014-06-12,1,除权除息,0.20000000298023224,0.0,2.5,0.0,,,,,,,,2014-06-12,除权除息,002105
2014-06-12,9,转配股上市,,,,,,26800.0,33500.0,26800.0,33500.0,,,2014-06-12,转配股上市,002105
2015-06-10,1,除权除息,0.5,0.0,1.0,0.0,,,,,,,,2015-06-10,除权除息,002105
2015-06-10,9,转配股上市,,,,,,33500.0,36850.0,33500.0,36850.0,,,2015-06-10,转配股上市,002105
2018-06-12,1,除权除息,0.6000000238418579,0.0,0.0,0.0,,,,,,,,2018-06-12,除权除息,002105
