date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
2014-01-28,5,股本变化,,,,,,0.0,1285.82958984375,4500.0,5143.31787109375,,,2014-01-28,股本变化,300379
2014-05-29,1,除权除息,2.0,0.0,0.0,0.0,,,,,,,,2014-05-29,除权除息,300379
2015-01-12,5,股本变化,,,,,,1285.82958984375,1285.82958984375,5143.31787109375,5591.31787109375,,,2015-01-12,股本变化,300379
2015-01-28,5,股本变化,,,,,,1285.82958984375,1455.5264892578125,5591.31787109375,5761.01513671875,,,2015-01-28,股本变化,300379
2015-04-16,1,除权除息,2.0,0.0,10.0,0.0,,,,,,,,2015-04-16,除权除息,300379
2015-04-16,9,转配股上市,,,,,,1455.5264892578125,2911.052978515625,5761.01513671875,11522.0302734375,,,2015-04-16,转配股上市,300379
2015-04-30,5,股本变化,,,,,,2911.052978515625,5869.001953125,11522.0302734375,11522.0302734375,,,2015-04-30,股本变化,300379
2015-06-30,5,股本变化,,,,,,5869.001953125,5869.001953125,11522.0302734375,11522.0302734375,,,2015-06-30,股本变化,300379
2015-12-31,5,股本变化,,,,,,5869.001953125,5853.783203125,11522.0302734375,11522.0302734375,,,2015-12-31,股本变化,300379
2016-01-13,5,股本变化,,,,,,5853.783203125,6077.783203125,11522.0302734375,11522.0302734375,,,2016-01-13,股本变化,300379
2016-02-29,5,股本变化,,,,,,6077.783203125,6346.3974609375,11522.0302734375,11522.0302734375,,,2016-02-29,股本变化,300379
2016-05-26,1,除权除息,1.25,0.0,0.0,0.0,,,,,,,,2016-05-26,除权除息,300379
2016-06-30,5,股本变化,,,,,,6346.3974609375,6455.2724609375,11522.0302734375,11522.0302734375,,,2016-06-30,股本变化,300379
2016-07-26,5,股本变化,,,,,,6455.2724609375,6346.3974609375,11522.0302734375,13807.2646484375,,,2016-07-26,股本变化,300379
2017-01-03,5,股本变化,,,,,,6346.3974609375,6382.15771484375,13807.2646484375,13843.0244140625,,,2017-01-03,股本变化,300379
2017-01-13,5,股本变化,,,,,,6382.15771484375,6786.6923828125,13843.0244140625,13843.0244140625,,,2017-01-13,股本变化,300379
2017-02-03,5,股本变化,,,,,,6786.6923828125,8434.9013671875,13843.0244140625,13843.0244140625,,,2017-02-03,股本变化,300379
2017-03-29,5,股本变化,,,,,,8434.9013671875,8443.4619140625,13843.0244140625,13851.5849609375,,,2017-03-29,股本变化,300379
2017-05-17,1,除权除息,2.0,0.0,10.0,0.0,,,,,,,,2017-05-17,除权除息,300379
2017-05-17,9,转配股上市,,,,,,8443.4619140625,17570.419921875,13851.5849609375,27703.169921875,,,2017-05-17,转配股上市,300379
2017-06-30,5,股本变化,,,,,,17570.419921875,18753.34375,27703.169921875,27703.169921875,,,2017-06-30,股本变化,300379
2017-12-31,5,股本变化,,,,,,18753.34375,18720.4296875,27703.169921875,27703.169921875,,,2017-12-31,股本变化,300379
2018-01-24,5,股本变化,,,,,,18720.4296875,19855.123046875,27703.169921875,27703.169921875,,,2018-01-24,股本变化,300379
2018-06-30,5,股本变化,,,,,,19855.123046875,19226.052734375,27703.169921875,27703.169921875,,,2018-06-30,股本变化,300379
