date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
1996-07-03,1,除权除息,0.0,0.0,2.0,0.0,,,,,,,,1996-07-03,除权除息,600707
1996-07-03,2,送配股上市,,,,,,9208.0,11049.599609375,30000.0,36000.0,,,1996-07-03,送配股上市,600707
1997-08-08,1,除权除息,3.0,0.0,0.0,0.0,,,,,,,,1997-08-08,除权除息,600707
2000-02-15,1,除权除息,0.0,9.0,0.0,3.0,,,,,,,,2000-02-15,除权除息,600707
2000-03-29,2,送配股上市,,,,,,11049.599609375,14364.48046875,36000.0,42114.87890625,,,2000-03-29,送配股上市,600707
2001-05-17,1,除权除息,1.2000000476837158,0.0,0.0,0.0,,,,,,,,2001-05-17,除权除息,600707
2002-08-19,1,除权除息,1.690000057220459,0.0,0.0,0.0,,,,,,,,2002-08-19,除权除息,600707
2003-06-23,1,除权除息,1.7999999523162842,0.0,0.0,0.0,,,,,,,,2003-06-23,除权除息,600707
2004-07-07,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2004-07-07,除权除息,600707
2005-07-19,1,除权除息,3.0,0.0,0.0,0.0,,,,,,,,2005-07-19,除权除息,600707
2006-07-31,1,除权除息,0.0,0.0,4.199999809265137,0.0,,,,,,,,2006-07-31,除权除息,600707
2006-07-31,5,股本变化,,,,,,14364.48046875,20397.560546875,42114.87890625,42114.87890625,,,2006-07-31,股本变化,600707
2007-07-31,5,股本变化,,,,,,20397.5625,24147.068359375,42114.87890625,42114.87890625,,,2007-07-31,股本变化,600707
2008-03-03,5,股本变化,,,,,,24147.068359375,24791.92578125,42114.87890625,42114.87890625,,,2008-03-03,股本变化,600707
2008-07-31,5,股本变化,,,,,,24791.92578125,27015.05859375,42114.87890625,42114.87890625,,,2008-07-31,股本变化,600707
2009-07-31,3,非流通股上市,,,,,,27015.05859375,41082.87890625,42114.87890625,42114.87890625,,,2009-07-31,非流通股上市,600707
2010-07-28,5,股本变化,,,,,,41082.87890625,41082.87890625,42114.87890625,73675.765625,,,2010-07-28,股本变化,600707
2010-08-05,3,非流通股上市,,,,,,41082.87890625,41802.87890625,73675.765625,73675.765625,,,2010-08-05,非流通股上市,600707
2011-07-28,5,股本变化,,,,,,41802.87890625,60030.43359375,73675.765625,73675.765625,,,2011-07-28,股本变化,600707
2013-07-25,3,非流通股上市,,,,,,60030.43359375,60138.43359375,73675.765625,73675.765625,,,2013-07-25,非流通股上市,600707
2013-07-29,5,股本变化,,,,,,60138.43359375,73471.765625,73675.765625,73675.765625,,,2013-07-29,股本变化,600707
2015-10-13,3,非流通股上市,,,,,,73471.765625,73603.765625,73675.765625,73675.765625,,,2015-10-13,非流通股上市,600707
2017-10-13,5,股本变化,,,,,,73603.765625,73603.765625,73675.765625,358838.96875,,,2017-10-13,股本变化,600707
