date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
2015-06-26,5,股本变化,,,,,,0.0,2622.0,0.0,10488.0,,,2015-06-26,股本变化,002776
2016-03-31,1,除权除息,1.7999999523162842,0.0,10.0,0.0,,,,,,,,2016-03-31,除权除息,002776
2016-03-31,9,转配股上市,,,,,,2622.0,5244.0,10488.0,20976.0,,,2016-03-31,转配股上市,002776
2016-06-27,5,股本变化,,,,,,5244.0,7466.0,20976.0,20976.0,,,2016-06-27,股本变化,002776
2016-11-21,5,股本变化,,,,,,7466.0,7466.0,20976.0,24045.8203125,,,2016-11-21,股本变化,002776
2017-07-18,1,除权除息,0.699999988079071,0.0,0.0,0.0,,,,,,,,2017-07-18,除权除息,002776
2017-11-21,5,股本变化,,,,,,7466.0,10535.8203125,24045.8203125,24045.8203125,,,2017-11-21,股本变化,002776
2018-06-26,5,股本变化,,,,,,10535.8203125,15413.3203125,24045.8203125,24045.8203125,,,2018-06-26,股本变化,002776
2018-07-18,1,除权除息,1.0085049867630005,0.0,5.042525768280029,0.0,,,,,,,,2018-07-18,除权除息,002776
2018-07-18,9,转配股上市,,,,,,15413.3203125,20570.306640625,24045.8203125,36068.73046875,,,2018-07-18,转配股上市,002776
