date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
2002-07-02,1,除权除息,1.875,0.0,0.0,0.0,,,,,,,,2002-07-02,除权除息,600569
2003-06-13,1,除权除息,2.0,0.0,0.0,0.0,,,,,,,,2003-06-13,除权除息,600569
2004-06-15,1,除权除息,2.5,0.0,5.0,0.0,,,,,,,,2004-06-15,除权除息,600569
2004-06-16,2,送配股上市,,,,,,27500.0,41250.0,134549.0,201823.5,,,2004-06-16,送配股上市,600569
2004-08-02,3,非流通股上市,,,,,,41250.0,71250.0,201823.5,201823.5,,,2004-08-02,非流通股上市,600569
2005-07-19,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2005-07-19,除权除息,600569
2006-05-25,1,除权除息,0.0,0.0,3.4000000953674316,0.0,,,,,,,,2006-05-25,除权除息,600569
2006-05-25,5,股本变化,,,,,,71250.0,95475.0,201823.546875,201823.546875,,,2006-05-25,股本变化,600569
2006-06-29,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2006-06-29,除权除息,600569
2007-05-25,5,股本变化,,,,,,95475.0,100792.4296875,201823.53125,201823.53125,,,2007-05-25,股本变化,600569
2007-07-05,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2007-07-05,除权除息,600569
2008-03-28,5,股本变化,,,,,,100792.4296875,100792.4296875,201823.53125,239368.453125,,,2008-03-28,股本变化,600569
2008-06-19,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2008-06-19,除权除息,600569
2009-05-25,3,非流通股上市,,,,,,100792.4296875,201823.53125,239368.453125,239368.453125,,,2009-05-25,非流通股上市,600569
2011-03-28,5,股本变化,,,,,,201823.53125,239368.453125,239368.453125,239368.453125,,,2011-03-28,股本变化,600569
2011-08-12,1,除权除息,0.20000000298023224,0.0,0.0,0.0,,,,,,,,2011-08-12,除权除息,600569
