date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
2017-05-15,5,股本变化,,,,,,0.0,2767.0,0.0,11067.0,,,2017-05-15,股本变化,002870
2017-12-15,5,股本变化,,,,,,2767.0,2767.0,11067.0,11112.240234375,,,2017-12-15,股本变化,002870
2018-05-08,1,除权除息,2.0,0.0,0.0,0.0,,,,,,,,2018-05-08,除权除息,002870
2018-05-15,5,股本变化,,,,,,2767.0,4012.0,11112.240234375,11112.240234375,,,2018-05-15,股本变化,002870
2018-06-30,5,股本变化,,,,,,4012.0,3735.402587890625,11112.240234375,11112.240234375,,,2018-06-30,股本变化,002870
