date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
2012-08-16,5,股本变化,,,,,,0.0,3600.0,0.0,14400.0,,,2012-08-16,股本变化,002694
2013-05-23,1,除权除息,5.0,0.0,2.0,0.0,,,,,,,,2013-05-23,除权除息,002694
2013-05-23,9,转配股上市,,,,,,3600.0,4320.0,14400.0,17280.0,,,2013-05-23,转配股上市,002694
2013-08-16,5,股本变化,,,,,,4320.0,6279.2998046875,17280.0,17280.0,,,2013-08-16,股本变化,002694
2013-12-31,5,股本变化,,,,,,6279.2998046875,6270.89990234375,17280.0,17280.0,,,2013-12-31,股本变化,002694
2014-06-17,1,除权除息,1.0700000524520874,0.0,10.0,0.0,,,,,,,,2014-06-17,除权除息,002694
2014-06-17,9,转配股上市,,,,,,6270.89990234375,12721.259765625,17280.0,34560.0,,,2014-06-17,转配股上市,002694
2014-12-31,5,股本变化,,,,,,12721.259765625,12800.400390625,34560.0,34560.0,,,2014-12-31,股本变化,002694
2015-07-22,1,除权除息,3.4721999168395996,0.0,0.0,0.0,,,,,,,,2015-07-22,除权除息,002694
2015-08-17,5,股本变化,,,,,,12800.400390625,29557.140625,34560.0,34560.0,,,2015-08-17,股本变化,002694
2015-12-31,5,股本变化,,,,,,29557.140625,30312.375,34560.0,34560.0,,,2015-12-31,股本变化,002694
2016-06-30,5,股本变化,,,,,,30312.375,30394.3359375,34560.0,34560.0,,,2016-06-30,股本变化,002694
2016-07-06,1,除权除息,0.10999999940395355,0.0,0.0,0.0,,,,,,,,2016-07-06,除权除息,002694
2017-02-09,5,股本变化,,,,,,30394.3359375,30922.30078125,34560.0,37324.80078125,,,2017-02-09,股本变化,002694
2017-05-19,1,除权除息,0.11999999731779099,0.0,6.0,0.0,,,,,,,,2017-05-19,除权除息,002694
2017-05-19,9,转配股上市,,,,,,30922.30078125,49464.81640625,37324.80078125,59719.6796875,,,2017-05-19,转配股上市,002694
2017-12-31,5,股本变化,,,,,,49464.81640625,49693.90625,59719.6796875,59719.6796875,,,2017-12-31,股本变化,002694
2018-06-30,5,股本变化,,,,,,49693.90625,49861.921875,59719.6796875,59719.6796875,,,2018-06-30,股本变化,002694
2018-08-17,1,除权除息,0.03999999910593033,0.0,0.0,0.0,,,,,,,,2018-08-17,除权除息,002694
