date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
1997-06-03,1,除权除息,0.0,0.0,10.0,0.0,,,,,,,,1997-06-03,除权除息,600760
1997-06-03,2,送配股上市,,,,,,1750.0,3500.0,7000.0,14000.0,,,1997-06-03,送配股上市,600760
1998-02-16,1,除权除息,0.0,9.0,0.0,1.5,,,,,,,,1998-02-16,除权除息,600760
1998-03-19,2,送配股上市,,,,,,3500.0,4025.0,14000.0,16100.0,,,1998-03-19,送配股上市,600760
1998-06-16,1,除权除息,0.0,0.0,6.956999778747559,0.0,,,,,,,,1998-06-16,除权除息,600760
1998-06-16,2,送配股上市,,,,,,4025.0,6825.19287109375,16100.0,27300.76953125,,,1998-06-16,送配股上市,600760
1999-09-10,3,非流通股上市,,,,,,6824.9990234375,13158.599609375,27300.0,27300.0,,,1999-09-10,非流通股上市,600760
2001-07-13,1,除权除息,0.5,0.0,0.0,0.0,,,,,,,,2001-07-13,除权除息,600760
2006-03-02,1,除权除息,0.0,0.0,3.0,0.0,,,,,,,,2006-03-02,除权除息,600760
2006-03-02,5,股本变化,,,,,,13158.599609375,17106.1796875,27300.0,27300.0,,,2006-03-02,股本变化,600760
2007-03-02,5,股本变化,,,,,,17106.1796875,19025.6640625,27300.46875,27300.46875,,,2007-03-02,股本变化,600760
2007-06-30,5,股本变化,,,,,,19025.6640625,19025.193359375,27300.46875,27299.998046875,,,2007-06-30,股本变化,600760
2007-12-27,5,股本变化,,,,,,19025.193359375,19081.890625,27299.998046875,27300.46875,,,2007-12-27,股本变化,600760
2007-12-31,5,股本变化,,,,,,19081.890625,19081.419921875,27300.46875,27299.998046875,,,2007-12-31,股本变化,600760
2009-03-02,3,非流通股上市,,,,,,19081.419921875,20446.9140625,27299.998046875,27300.46875,,,2009-03-02,非流通股上市,600760
2010-03-02,3,非流通股上市,,,,,,20446.9140625,21811.9375,27299.998046875,27300.46875,,,2010-03-02,非流通股上市,600760
2010-06-30,5,股本变化,,,,,,21811.9375,21811.466796875,27300.46875,27299.998046875,,,2010-06-30,股本变化,600760
2010-09-15,3,非流通股上市,,,,,,21811.466796875,24541.984375,27299.998046875,27300.46875,,,2010-09-15,非流通股上市,600760
2010-09-30,5,股本变化,,,,,,24541.984375,24541.513671875,27300.46875,34494.51171875,,,2010-09-30,股本变化,600760
2011-03-02,3,非流通股上市,,,,,,24541.513671875,27300.46875,34494.51171875,34494.51171875,,,2011-03-02,非流通股上市,600760
2013-09-30,5,股本变化,,,,,,27300.46875,34494.51171875,34494.51171875,34494.51171875,,,2013-09-30,股本变化,600760
2017-12-12,5,股本变化,,,,,,34494.51171875,34494.51171875,34494.51171875,133745.46875,,,2017-12-12,股本变化,600760
2017-12-21,5,股本变化,,,,,,34494.51171875,34494.51171875,133745.46875,139721.828125,,,2017-12-21,股本变化,600760
