date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
1997-12-30,3,非流通股上市,,,,,,17100.0,19000.0,49000.0,49000.0,,,1997-12-30,非流通股上市,600068
1998-05-18,1,除权除息,0.0,0.0,1.0,0.0,,,,,,,,1998-05-18,除权除息,600068
1998-05-18,2,送配股上市,,,,,,19000.0,20900.0,49000.0,53900.0,,,1998-05-18,送配股上市,600068
1998-06-22,1,除权除息,0.0,8.0,0.0,2.7269999980926514,,,,,,,,1998-06-22,除权除息,600068
1998-07-29,2,送配股上市,,,,,,20900.0,26600.0,53900.0,62300.0,,,1998-07-29,送配股上市,600068
1999-06-30,1,除权除息,2.0,0.0,0.0,0.0,,,,,,,,1999-06-30,除权除息,600068
2000-09-20,1,除权除息,0.0,5.699999809265137,0.0,3.0,,,,,,,,2000-09-20,除权除息,600068
2000-11-14,2,送配股上市,,,,,,26600.0,34580.0,62300.0,70580.0,,,2000-11-14,送配股上市,600068
2001-06-29,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2001-06-29,除权除息,600068
2002-06-03,1,除权除息,0.30000001192092896,0.0,0.0,0.0,,,,,,,,2002-06-03,除权除息,600068
2005-08-05,1,除权除息,0.30000001192092896,0.0,0.0,0.0,,,,,,,,2005-08-05,除权除息,600068
2006-05-17,1,除权除息,0.0,0.0,10.0,0.0,,,,,,,,2006-05-17,除权除息,600068
2006-05-17,5,股本变化,,,,,,34580.0,69160.0078125,70580.0,105160.0,,,2006-05-17,股本变化,600068
2006-07-18,1,除权除息,0.30000001192092896,0.0,0.0,0.0,,,,,,,,2006-07-18,除权除息,600068
2007-05-17,5,股本变化,,,,,,69160.0078125,77791.953125,105160.0,105160.0,,,2007-05-17,股本变化,600068
2007-06-13,1,除权除息,0.4000000059604645,0.0,0.0,0.0,,,,,,,,2007-06-13,除权除息,600068
2007-07-04,5,股本变化,,,,,,77791.953125,77839.734375,105160.0,105160.0,,,2007-07-04,股本变化,600068
2007-09-28,5,股本变化,,,,,,77839.7421875,77839.7421875,105160.0,166540.921875,,,2007-09-28,股本变化,600068
2008-05-19,5,股本变化,,,,,,77839.734375,78581.734375,166540.921875,166540.921875,,,2008-05-19,股本变化,600068
2008-06-03,1,除权除息,1.2000000476837158,0.0,0.0,0.0,,,,,,,,2008-06-03,除权除息,600068
2009-06-23,1,除权除息,1.2999999523162842,0.0,0.0,0.0,,,,,,,,2009-06-23,除权除息,600068
2009-11-11,1,除权除息,0.0,4.260000228881836,0.0,3.0,,,,,,,,2009-11-11,除权除息,600068
2009-11-17,5,股本变化,,,,,,78581.734375,122795.78125,166540.921875,214758.328125,,,2009-11-17,股本变化,600068
2010-01-08,5,股本变化,,,,,,122795.78125,140534.71875,214758.328125,232497.265625,,,2010-01-08,股本变化,600068
2010-05-17,5,股本变化,,,,,,140534.71875,144538.078125,232497.265625,232497.265625,,,2010-05-17,股本变化,600068
2010-07-15,1,除权除息,1.0,0.0,5.0,0.0,,,,,,,,2010-07-15,除权除息,600068
2010-07-16,2,送配股上市,,,,,,144538.078125,216807.125,232497.265625,348745.90625,,,2010-07-16,送配股上市,600068
2010-09-27,5,股本变化,,,,,,216807.125,348745.90625,348745.90625,348745.90625,,,2010-09-27,股本变化,600068
2011-06-09,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2011-06-09,除权除息,600068
2012-06-15,1,除权除息,1.0,0.0,0.0,0.0,,,,,,,,2012-06-15,除权除息,600068
2013-06-19,1,除权除息,1.350000023841858,0.0,0.0,0.0,,,,,,,,2013-06-19,除权除息,600068
2014-03-26,5,股本变化,,,,,,348745.90625,348745.90625,348745.90625,460477.75,,,2014-03-26,股本变化,600068
2014-06-27,1,除权除息,1.0399999618530273,0.0,0.0,0.0,,,,,,,,2014-06-27,除权除息,600068
2015-03-26,5,股本变化,,,,,,348745.90625,414857.625,460477.75,460477.75,,,2015-03-26,股本变化,600068
2015-06-26,1,除权除息,1.5,0.0,0.0,0.0,,,,,,,,2015-06-26,除权除息,600068
2016-06-30,1,除权除息,1.75,0.0,0.0,0.0,,,,,,,,2016-06-30,除权除息,600068
2017-03-27,5,股本变化,,,,,,414857.625,460477.75,460477.75,460477.75,,,2017-03-27,股本变化,600068
2017-06-26,1,除权除息,2.059999942779541,0.0,0.0,0.0,,,,,,,,2017-06-26,除权除息,600068
2018-06-25,1,除权除息,2.680000066757202,0.0,0.0,0.0,,,,,,,,2018-06-25,除权除息,600068
