date,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,liquidity_before,liquidity_after,shares_before,shares_after,fenshu,xingquanjia,date,category_meaning,code
2002-05-13,1,除权除息,2.0999999046325684,0.0,0.0,0.0,,,,,,,,2002-05-13,除权除息,600391
2003-08-28,1,除权除息,1.7000000476837158,0.0,0.0,0.0,,,,,,,,2003-08-28,除权除息,600391
2004-05-13,1,除权除息,1.5,0.0,0.0,0.0,,,,,,,,2004-05-13,除权除息,600391
2005-04-25,1,除权除息,0.5,0.0,0.0,0.0,,,,,,,,2005-04-25,除权除息,600391
2006-07-31,5,股本变化,,,,,,5000.0,5000.0,14000.0,13129.599609375,,,2006-07-31,股本变化,600391
2006-08-07,1,除权除息,0.0,0.0,1.7229000329971313,0.0,,,,,,,,2006-08-07,除权除息,600391
2006-08-07,5,股本变化,,,,,,5000.0,5861.4296875,13129.599609375,13129.599609375,,,2006-08-07,股本变化,600391
2007-04-11,1,除权除息,1.399999976158142,0.0,0.0,0.0,,,,,,,,2007-04-11,除权除息,600391
2007-08-14,5,股本变化,,,,,,5861.4296875,7180.12109375,13129.6025390625,13129.6025390625,,,2007-08-14,股本变化,600391
2008-05-22,1,除权除息,2.5,0.0,0.0,0.0,,,,,,,,2008-05-22,除权除息,600391
2009-05-19,1,除权除息,2.5999999046325684,0.0,0.0,0.0,,,,,,,,2009-05-19,除权除息,600391
2011-04-27,5,股本变化,,,,,,7180.12109375,7180.12109375,13129.6025390625,18340.51953125,,,2011-04-27,股本变化,600391
2012-01-06,5,股本变化,,,,,,7180.12109375,13129.6025390625,18340.51953125,18340.51953125,,,2012-01-06,股本变化,600391
2012-05-02,5,股本变化,,,,,,13129.6025390625,18340.51953125,18340.51953125,18340.51953125,,,2012-05-02,股本变化,600391
2012-06-25,1,除权除息,0.6000000238418579,0.0,8.0,0.0,,,,,,,,2012-06-25,除权除息,600391
2012-06-26,9,转配股上市,,,,,,18340.51953125,33012.9375,18340.51953125,33012.9375,,,2012-06-26,转配股上市,600391
2013-05-20,1,除权除息,0.4000000059604645,0.0,0.0,0.0,,,,,,,,2013-05-20,除权除息,600391
2014-06-23,1,除权除息,0.30000001192092896,0.0,0.0,0.0,,,,,,,,2014-06-23,除权除息,600391
2015-06-19,1,除权除息,0.30000001192092896,0.0,0.0,0.0,,,,,,,,2015-06-19,除权除息,600391
2016-06-16,1,除权除息,0.30000001192092896,0.0,0.0,0.0,,,,,,,,2016-06-16,除权除息,600391
2018-06-15,1,除权除息,0.30000001192092896,0.0,0.0,0.0,,,,,,,,2018-06-15,除权除息,600391
