date,AGSZBHXS,close,hfqjg,market,rqchl,rqchl10,rqchl3,rqchl5,rqjmcl,rqjmcl10,rqjmcl3,rqjmcl5,rqmcl,rqmcl10,rqmcl3,rqmcl5,rqye,rqyl,rzche,rzche10,rzche3,rzche5,rzjmre,rzjmre10,rzjmre3,rzjmre5,rzmre,rzmre10,rzmre3,rzmre5,rzrqye,rzrqyecz,rzye,rzyezb,scode,sname,tdate,zdf,zdf10,zdf3,zdf5
2013-01-31,10056408580.0,7.94,8.06761784,SH,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,8893569.0,8893569.0,8893569.0,8893569.0,7808581.0,7808581.0,7808581.0,0.08,601992,金隅股份,2013-01-31T00:00:00,-1.9753,-,-,-
2013-02-01,10385711632.0,8.2,8.33179676,SH,220000.0,220000.0,220000.0,220000.0,0.0,0.0,0.0,0.0,220000.0,220000.0,220000.0,220000.0,0.0,0.0,4185116.0,4185116.0,4185116.0,4185116.0,127451.0,127451.0,127451.0,127451.0,4312567.0,13206136.0,13206136.0,13206136.0,7936032.0,7936032.0,7936032.0,0.08,601992,金隅股份,2013-02-01T00:00:00,3.2746,-,-,-
2013-02-04,10613690668.0,8.38,8.51468986,SH,185469.0,405469.0,405469.0,405469.0,400.0,400.0,400.0,400.0,185869.0,405869.0,405869.0,405869.0,3352.0,400.0,2737829.0,6922945.0,6922945.0,6922945.0,20014802.0,20142253.0,20142253.0,20142253.0,22752631.0,35958767.0,35958767.0,35958767.0,27954186.0,27947482.0,27950834.0,0.26,601992,金隅股份,2013-02-04T00:00:00,2.1951,-,-,-
2013-02-05,10651687174.0,8.41,8.54517204,SH,0.0,405469.0,405469.0,405469.0,10000.0,10400.0,10400.0,10400.0,10000.0,415869.0,415869.0,415869.0,87464.0,10400.0,4885735.0,11808680.0,11808680.0,11808680.0,369348.0,20511601.0,20511601.0,20511601.0,5255083.0,41213850.0,32320281.0,41213850.0,28407646.0,28232718.0,28320182.0,0.27,601992,金隅股份,2013-02-05T00:00:00,0.358,-,5.919395408546025,-
2013-02-06,10740345688.0,8.48,8.61629714,SH,7400.0,412869.0,192869.0,412869.0,0.0,10400.0,10400.0,10400.0,7400.0,423269.0,203269.0,423269.0,88192.0,10400.0,1888071.0,13696751.0,9511635.0,13696751.0,8068731.0,28580332.0,28452881.0,28580332.0,9956802.0,51170652.0,37964516.0,51170652.0,36477105.0,36300721.0,36388913.0,0.34,601992,金隅股份,2013-02-06T00:00:00,0.8323,-,3.414634180298944,-
2013-02-07,10892331711.0,8.6,8.73822587,SH,253000.0,665869.0,260400.0,665869.0,5300.0,15700.0,15300.0,15700.0,258300.0,681569.0,275700.0,681569.0,135020.0,15700.0,3662471.0,17359222.0,10436277.0,17359222.0,5144622.0,33724954.0,13582701.0,33724954.0,8807093.0,59977745.0,24018978.0,51084176.0,41668555.0,41398515.0,41533535.0,0.38,601992,金隅股份,2013-02-07T00:00:00,1.4151,-,2.6252983217876125,8.3123425439795
2013-02-08,11297627775.0,8.92,9.06336916,SH,88600.0,754469.0,349000.0,534469.0,49000.0,64700.0,54300.0,64700.0,137600.0,819169.0,403300.0,599169.0,577124.0,64700.0,9929468.0,27288690.0,15480010.0,23103574.0,-644948.0,33080006.0,12568405.0,32952555.0,9284520.0,69262265.0,28048415.0,56056129.0,41465711.0,40311463.0,40888587.0,0.36,601992,金隅股份,2013-02-08T00:00:00,3.7209,-,6.064209328663206,8.78048782361321
2013-02-18,11056983237.0,8.73,8.87031533,SH,307800.0,1062269.0,649400.0,656800.0,-50000.0,14700.0,4300.0,14300.0,257800.0,1076969.0,653700.0,671100.0,128331.0,14700.0,5117044.0,32405734.0,18708983.0,25482789.0,3293131.0,36373137.0,7792805.0,16230884.0,8410175.0,77672440.0,26501788.0,41713673.0,44310049.0,44053387.0,44181718.0,0.4,601992,金隅股份,2013-02-18T00:00:00,-2.13,-,2.94811316128775,4.176610961141924
2013-02-19,10259056612.0,8.1,8.23018948,SH,761896.0,1824165.0,1158296.0,1418696.0,15700.0,30400.0,14700.0,20000.0,777596.0,1854565.0,1172996.0,1438696.0,246240.0,30400.0,10090719.0,42496453.0,25137231.0,30687773.0,10942189.0,47315326.0,13590372.0,26803725.0,21032908.0,98705348.0,38727603.0,57491498.0,55370147.0,54877667.0,55123907.0,0.54,601992,金隅股份,2013-02-19T00:00:00,-7.2165,-,-5.813953513655284,-3.686087986591315
2013-02-20,10373046130.0,8.19,8.32163603,SH,43400.0,1867565.0,1113096.0,1454696.0,20200.0,50600.0,-14100.0,40200.0,63600.0,1918165.0,1098996.0,1494896.0,414414.0,50600.0,7619793.0,50116246.0,22827556.0,36419495.0,2143025.0,49458351.0,16378345.0,20878019.0,9762818.0,108468166.0,39205901.0,57297514.0,57681346.0,56852518.0,57266932.0,0.55,601992,金隅股份,2013-02-20T00:00:00,1.1111,-,-8.183856542813489,-3.4198113785105604
2013-02-21,9841095046.0,7.77,7.89488547,SH,245343.0,2112908.0,1050639.0,1447039.0,-45600.0,5000.0,-9700.0,-10700.0,199743.0,2117908.0,1040939.0,1436339.0,38850.0,5000.0,4104122.0,54220368.0,21814634.0,36861146.0,10136749.0,59595100.0,23221963.0,25870146.0,14240871.0,113815468.0,45036597.0,62731292.0,67442531.0,67364831.0,67403681.0,0.68,601992,金隅股份,2013-02-21T00:00:00,-5.1282,-2.1410579110921297,-10.996563523520194,-9.651162747982388
2013-02-22,9752436532.0,7.7,7.82376037,SH,40000.0,1932908.0,328743.0,1398439.0,0.0,5000.0,-25400.0,-59700.0,40000.0,1937908.0,303343.0,1338739.0,38500.0,5000.0,3169829.0,53205081.0,14893744.0,30101507.0,11684835.0,71152484.0,23964609.0,38199929.0,14854664.0,124357565.0,38858353.0,68301436.0,79127016.0,79050016.0,79088516.0,0.81,601992,金隅股份,2013-02-22T00:00:00,-0.9009,-6.097561001956078,-4.938271603438223,-13.677130083930068
