date,AGSZBHXS,close,hfqjg,market,rqchl,rqchl10,rqchl3,rqchl5,rqjmcl,rqjmcl10,rqjmcl3,rqjmcl5,rqmcl,rqmcl10,rqmcl3,rqmcl5,rqye,rqyl,rzche,rzche10,rzche3,rzche5,rzjmre,rzjmre10,rzjmre3,rzjmre5,rzmre,rzmre10,rzmre3,rzmre5,rzrqye,rzrqyecz,rzye,rzyezb,scode,sname,tdate,zdf,zdf10,zdf3,zdf5
2010-03-31,52020000000.0,28.9,29.49091406,SH,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,20531.0,20531.0,20531.0,20531.0,20531.0,20531.0,20531.0,0.0,601088,中国神华,2010-03-31T00:00:00,-1.4661,-,-,-
2010-04-01,52614000000.0,29.23,29.82766152,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20531.0,20531.0,20531.0,20531.0,20531.0,20531.0,0.0,601088,中国神华,2010-04-01T00:00:00,1.1419,-,-,-
2010-04-02,53172000000.0,29.54,30.14400004,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20531.0,20531.0,20531.0,20531.0,20531.0,20531.0,0.0,601088,中国神华,2010-04-02T00:00:00,1.0606,-,-,-
2010-04-06,53748000000.0,29.86,30.47054304,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20531.0,0.0,20531.0,20531.0,20531.0,20531.0,0.0,601088,中国神华,2010-04-06T00:00:00,1.0833,-,3.3217993108213615,-
2010-04-07,53154000000.0,29.53,30.13379557,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20531.0,0.0,20531.0,20531.0,20531.0,20531.0,0.0,601088,中国神华,2010-04-07T00:00:00,-1.1052,-,1.0263427784800745,-
2010-04-08,52002000000.0,28.89,29.48070959,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20531.0,0.0,0.0,20531.0,20531.0,20531.0,0.0,601088,中国神华,2010-04-08T00:00:00,-2.1673,-,-2.2004062139060427,-0.034602081099415066
2010-04-09,52542000000.0,29.19,29.78684364,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20531.0,0.0,0.0,20531.0,20531.0,20531.0,0.0,601088,中国神华,2010-04-09T00:00:00,1.0384,-,-2.243804447798906,-0.1368457261479612
2010-04-12,52092000000.0,28.94,29.53173193,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20531.0,20531.0,20531.0,20531.0,-20531.0,-20531.0,-20531.0,-20531.0,0.0,20531.0,0.0,0.0,0.0,0.0,0.0,0.0,601088,中国神华,2010-04-12T00:00:00,-0.8565,-,-1.9979681570528423,-2.0311442051072928
2010-04-15,53550000000.0,29.75,30.35829388,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.0,22170.0,22170.0,22170.0,297191.0,276660.0,276660.0,276660.0,298830.0,319361.0,298830.0,298830.0,297191.0,297191.0,297191.0,0.0,601088,中国神华,2010-04-15T00:00:00,0.5747,-,2.976808571452028,-0.3683858205370534
2010-04-16,52632000000.0,29.24,29.83786599,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297191.0,319361.0,319361.0,319361.0,-297191.0,-20531.0,-20531.0,-20531.0,0.0,319361.0,298830.0,298830.0,0.0,0.0,0.0,0.0,601088,中国神华,2010-04-16T00:00:00,-1.7143,-,0.17129156286798838,-0.9820521258683246
