date,AGSZBHXS,close,hfqjg,market,rqchl,rqchl10,rqchl3,rqchl5,rqjmcl,rqjmcl10,rqjmcl3,rqjmcl5,rqmcl,rqmcl10,rqmcl3,rqmcl5,rqye,rqyl,rzche,rzche10,rzche3,rzche5,rzjmre,rzjmre10,rzjmre3,rzjmre5,rzmre,rzmre10,rzmre3,rzmre5,rzrqye,rzrqyecz,rzye,rzyezb,scode,sname,tdate,zdf,zdf10,zdf3,zdf5
2010-03-31,241235045654.0,50.4,51.594004,SH,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,50650.0,50650.0,50650.0,50650.0,50650.0,50650.0,50650.0,0.0,601318,中国平安,2010-03-31T00:00:00,-0.8655,-,-,-
2010-04-01,245399222038.0,51.27,52.48461478,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50650.0,50650.0,50650.0,50650.0,50650.0,50650.0,0.0,601318,中国平安,2010-04-01T00:00:00,1.7262,-,-,-
2010-04-02,246547960350.0,51.51,52.73030052,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50650.0,50650.0,50650.0,50650.0,50650.0,50650.0,0.0,601318,中国平安,2010-04-02T00:00:00,0.4681,-,-,-
2010-04-06,243771842761.0,50.93,52.136559999999996,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50650.0,0.0,50650.0,50650.0,50650.0,50650.0,0.0,601318,中国平安,2010-04-06T00:00:00,-1.126,-,1.0515873123551334,-
2010-04-07,243293201798.0,50.83,52.03419094,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020562.0,2020562.0,2020562.0,2020562.0,2020562.0,2071212.0,2020562.0,2071212.0,2071212.0,2071212.0,2071212.0,0.0,601318,中国平安,2010-04-07T00:00:00,-0.1963,-,-0.8582016689806026,-
2010-04-08,237788830716.0,49.68,50.8569468,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172516.0,2193078.0,2193078.0,2193078.0,172516.0,2243728.0,2193078.0,2193078.0,2243728.0,2243728.0,2243728.0,0.0,601318,中国平安,2010-04-08T00:00:00,-2.2624,-,-3.552708218094563,-1.4285714285714286
2010-04-09,242670968545.0,50.7,51.90111117,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5129901.0,7322979.0,7322979.0,7322979.0,5129901.0,7373629.0,7322979.0,7322979.0,7373629.0,7373629.0,7373629.0,0.0,601318,中国平安,2010-04-09T00:00:00,2.0531,-,-0.4516002398317035,-1.1117612512654895
2010-04-12,238937569029.0,49.92,51.10263253,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266550.0,1266550.0,1266550.0,1266550.0,11873948.0,19196927.0,17176365.0,19196927.0,13140498.0,20514127.0,18442915.0,20463477.0,19247577.0,19247577.0,19247577.0,0.01,601318,中国平安,2010-04-12T00:00:00,-1.5385,-,-1.7902813384264373,-3.0867792786097326
2010-04-13,248366796012.0,51.89,53.11930293,SH,0.0,0.0,0.0,0.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,202371.0,3900.0,50100.0,1316650.0,1316650.0,1316650.0,2625281.0,21822208.0,19629130.0,21822208.0,2675381.0,23189508.0,20945780.0,23138858.0,22075229.0,21670487.0,21872858.0,0.01,601318,中国平安,2010-04-13T00:00:00,3.9463,-,4.44847021370933,1.8849401072874774
2010-04-14,249946311192.0,52.22,53.45712081,SH,0.0,0.0,0.0,0.0,0.0,3900.0,3900.0,3900.0,0.0,3900.0,3900.0,3900.0,203658.0,3900.0,7940479.0,9257129.0,9257129.0,9257129.0,-7940479.0,13881729.0,6558750.0,11861167.0,0.0,23189508.0,15815879.0,21118296.0,14136037.0,13728721.0,13932379.0,0.01,601318,中国平安,2010-04-14T00:00:00,0.636,-,2.998027604656388,2.7346055435756913
2010-04-15,251430098179.0,52.53,53.77446488,SH,0.0,0.0,0.0,0.0,1100.0,5000.0,5000.0,5000.0,1100.0,5000.0,5000.0,5000.0,262650.0,5000.0,0.0,9257129.0,7990579.0,9257129.0,754725.0,14636454.0,-4560473.0,12443376.0,754725.0,23893583.0,3430106.0,21700505.0,14949754.0,14424454.0,14687104.0,0.01,601318,中国平安,2010-04-15T00:00:00,0.5936,4.226190469729777,5.228365384956422,5.736714969291079
2010-04-16,244537668303.0,51.09,52.30035048,SH,1000.0,1000.0,1000.0,1000.0,18300.0,23300.0,19400.0,23300.0,19300.0,24300.0,20400.0,24300.0,1190397.0,23300.0,1.0,9257130.0,7940480.0,9257130.0,4807185.0,19443639.0,-2378569.0,12120660.0,4807186.0,28700769.0,5561911.0,21377790.0,20684686.0,18303892.0,19494289.0,0.01,601318,中国平安,2010-04-16T00:00:00,-2.7413,-0.3510825044108288,-1.541722885707303,0.7692307563364255
2010-04-19,235539218188.0,49.21,50.37581224,SH,4000.0,5000.0,5000.0,5000.0,-2500.0,20800.0,16900.0,20800.0,1500.0,25800.0,21900.0,25800.0,1023568.0,20800.0,0.0,9257130.0,1.0,7990580.0,319350.0,19762989.0,5881260.0,566062.0,319350.0,29020119.0,5881261.0,8556642.0,20837207.0,18790071.0,19813639.0,0.01,601318,中国平安,2010-04-19T00:00:00,-3.6798,-4.465152401524755,-5.764075062986917,-1.4222756324213186
2010-04-20,242288055774.0,50.62,51.81921592,SH,100000.0,105000.0,105000.0,105000.0,11400.0,32200.0,27200.0,28300.0,111400.0,137200.0,132200.0,133300.0,1629964.0,32200.0,0.0,9257130.0,1.0,7940480.0,675970.0,20438959.0,5802505.0,-1383249.0,675970.0,29696089.0,5802506.0,6557231.0,22119573.0,18859645.0,20489609.0,0.01,601318,中国平安,2010-04-20T00:00:00,2.8653,-0.6086785932942258,-3.636017511960781,-2.447485072824166
2010-04-21,248989029265.0,52.02,53.25238270000001,SH,19300.0,124300.0,123300.0,124300.0,-15300.0,16900.0,-6400.0,13000.0,4000.0,141200.0,116900.0,137300.0,879138.0,16900.0,511064.0,9768194.0,511064.0,511065.0,6602505.0,25020902.0,7597825.0,13159735.0,7113569.0,34789096.0,8108889.0,13670800.0,27971252.0,26212976.0,27092114.0,0.01,601318,中国平安,2010-04-21T00:00:00,2.7657,2.3411371215604797,1.8203170939821205,-0.38299501899417765
2010-04-22,247792426856.0,51.77,52.99646006,SH,150000.0,274300.0,269300.0,274300.0,500.0,17400.0,-3400.0,12400.0,150500.0,291700.0,265900.0,286700.0,900798.0,17400.0,149739.0,9917933.0,660803.0,660804.0,8040185.0,32888571.0,15318660.0,20445195.0,8189924.0,42806504.0,15979463.0,21105999.0,36033097.0,34231501.0,35132299.0,0.01,601318,中国平安,2010-04-22T00:00:00,-0.4806,4.206924313435191,5.202194671352856,-1.4467923051138691
