date,AGSZBHXS,close,hfqjg,market,rqchl,rqchl10,rqchl3,rqchl5,rqjmcl,rqjmcl10,rqjmcl3,rqjmcl5,rqmcl,rqmcl10,rqmcl3,rqmcl5,rqye,rqyl,rzche,rzche10,rzche3,rzche5,rzjmre,rzjmre10,rzjmre3,rzjmre5,rzmre,rzmre10,rzmre3,rzmre5,rzrqye,rzrqyecz,rzye,rzyezb,scode,sname,tdate,zdf,zdf10,zdf3,zdf5
2010-04-12,17876907448.0,11.72,11.89552306,SH,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,129440.0,129440.0,129440.0,129440.0,129440.0,129440.0,129440.0,0.0,601898,中煤能源,2010-04-12T00:00:00,-1.4298,-,-,-
2010-04-13,18151467460.0,11.9,12.0782188,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41922.0,41922.0,41922.0,41922.0,21361.0,21361.0,21361.0,21361.0,63283.0,192723.0,192723.0,192723.0,150801.0,150801.0,150801.0,0.0,601898,中煤能源,2010-04-13T00:00:00,1.5358,-,-,-
2010-04-14,18365014136.0,12.04,12.22031549,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28668.0,70590.0,70590.0,70590.0,-28668.0,-7307.0,-7307.0,-7307.0,0.0,192723.0,192723.0,192723.0,122133.0,122133.0,122133.0,0.0,601898,中煤能源,2010-04-14T00:00:00,1.1765,-,-,-
2010-04-15,18517547476.0,12.14,12.32181313,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70590.0,70590.0,70590.0,2050549.0,2043242.0,2043242.0,2043242.0,2050549.0,2243272.0,2113832.0,2243272.0,2172682.0,2172682.0,2172682.0,0.01,601898,中煤能源,2010-04-15T00:00:00,0.8306,-,3.5836177009605157,-
2010-04-16,18136214126.0,11.89,12.06806904,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,71070.0,29148.0,71070.0,5971393.0,8014635.0,7993274.0,8014635.0,5971873.0,8215145.0,8022422.0,8215145.0,8144075.0,8144075.0,8144075.0,0.04,601898,中煤能源,2010-04-16T00:00:00,-2.0593,-,-0.08403358283259449,-
2010-04-19,17221014086.0,11.29,11.45908322,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30816.0,101886.0,31296.0,101886.0,-30816.0,7983819.0,7991126.0,7983819.0,0.0,8215145.0,8022422.0,8085705.0,8113259.0,8113259.0,8113259.0,0.05,601898,中煤能源,2010-04-19T00:00:00,-5.0463,-,-6.2292358214722325,-3.668941985977706
2010-04-20,17327787424.0,11.36,11.53013156,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28034.0,129920.0,59330.0,87998.0,-28034.0,7955785.0,5912543.0,7934424.0,0.0,8215145.0,5971873.0,8022422.0,8085225.0,8085225.0,8085225.0,0.05,601898,中煤能源,2010-04-20T00:00:00,0.62,-,-6.425041198461999,-4.5378151288334
2010-04-21,17617600770.0,11.55,11.72297707,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129920.0,58850.0,59330.0,0.0,7955785.0,-58850.0,7963092.0,0.0,8215145.0,0.0,8022422.0,8085225.0,8085225.0,8085225.0,0.05,601898,中煤能源,2010-04-21T00:00:00,1.6725,-,-2.8595458714743978,-4.069767432821
2010-04-22,17282027422.0,11.33,11.49968227,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129920.0,28034.0,59330.0,0.0,7955785.0,-28034.0,5912543.0,0.0,8215145.0,0.0,5971873.0,8085225.0,8085225.0,8085225.0,0.05,601898,中煤能源,2010-04-22T00:00:00,-1.9048,-,0.3542957950522677,-6.672158158269358
2010-04-23,17312534090.0,11.35,11.519981800000002,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5633290.0,5763210.0,5633290.0,5692140.0,-5633290.0,2322495.0,-5633290.0,-5692140.0,0.0,8215145.0,0.0,0.0,2451935.0,2451935.0,2451935.0,0.01,601898,中煤能源,2010-04-23T00:00:00,0.1765,-,-0.08802813694868196,-4.541631624606616
2010-04-26,17205760752.0,11.28,11.44893345,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5763210.0,5633290.0,5661324.0,45220.0,2367715.0,-5588070.0,-5616104.0,45220.0,8130925.0,45220.0,45220.0,2497155.0,2497155.0,2497155.0,0.01,601898,中煤能源,2010-04-26T00:00:00,-0.6167,-3.7542662709948966,-2.3376623392132934,-0.08857401421332901
2010-04-27,16671894062.0,10.93,11.09369172,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23896.0,5745184.0,5657186.0,5657186.0,9214.0,2355568.0,-5578856.0,-5578856.0,33110.0,8100752.0,78330.0,78330.0,2506369.0,2506369.0,2506369.0,0.02,601898,中煤能源,2010-04-27T00:00:00,-3.1028,-8.151260515333602,-3.5304501504283734,-3.7852112764617925
2010-04-28,16580374058.0,10.87,11.03279314,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5716516.0,23896.0,5657186.0,21620.0,2405856.0,76054.0,-5557236.0,21620.0,8122372.0,99950.0,99950.0,2527989.0,2527989.0,2527989.0,0.02,601898,中煤能源,2010-04-28T00:00:00,-0.5489,-9.717607953507917,-4.229074910517654,-5.887445875555227
2010-04-29,16336320714.0,10.71,10.87039692,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186989.0,5903505.0,210885.0,5844175.0,-186989.0,168318.0,-156155.0,-5744225.0,0.0,6071823.0,54730.0,99950.0,2341000.0,2341000.0,2341000.0,0.01,601898,中煤能源,2010-04-29T00:00:00,-1.4719,-11.779242183654185,-5.053191483089632,-5.472197711424248
2010-04-30,16732907398.0,10.97,11.13429078,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5903025.0,186989.0,210885.0,127970.0,-5675105.0,-37399.0,17035.0,127970.0,227920.0,149590.0,227920.0,2468970.0,2468970.0,2468970.0,0.01,601898,中煤能源,2010-04-30T00:00:00,2.4276,-7.737594613562138,0.3659652803115751,-3.3480176157917194
2010-05-04,16549867390.0,10.85,11.01249361,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3004.0,5875213.0,189993.0,213889.0,-3004.0,-5647293.0,-62023.0,-31189.0,0.0,227920.0,127970.0,182700.0,2465966.0,2465966.0,2465966.0,0.01,601898,中煤能源,2010-05-04T00:00:00,-1.0939,-3.8972542691770413,-0.1839926638921828,-3.812056746648309
2010-05-05,16519360722.0,10.83,10.99219409,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5847179.0,3004.0,189993.0,54476.0,-5564783.0,179442.0,14073.0,54476.0,282396.0,182446.0,204066.0,2520442.0,2520442.0,2520442.0,0.02,601898,中煤能源,2010-05-05T00:00:00,-0.1843,-4.66549290613645,1.1204482310660648,-0.9149130204963005
2010-05-06,15573654014.0,10.21,10.36290874,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,5848255.0,4080.0,191069.0,-1076.0,-5565859.0,50396.0,-8623.0,0.0,282396.0,54476.0,182446.0,2519366.0,2519366.0,2519366.0,0.02,601898,中煤能源,2010-05-06T00:00:00,-5.7248,-11.601731555719915,-6.9279854033055885,-6.071757092692123
2010-05-07,14994027322.0,9.83,9.97721772,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5848255.0,1076.0,4080.0,30040.0,-5535819.0,83440.0,208406.0,30040.0,312436.0,84516.0,212486.0,2549406.0,2549406.0,2549406.0,0.02,601898,中煤能源,2010-05-07T00:00:00,-3.7218,-13.239187955407745,-9.400921595631237,-8.216619931850659
2010-05-10,15238080666.0,9.99,10.13961394,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,215065.0,1176.0,4180.0,496687.0,594158.0,525651.0,577123.0,496787.0,809223.0,526827.0,581303.0,3046093.0,3046093.0,3046093.0,0.02,601898,中煤能源,2010-05-10T00:00:00,1.6277,-11.98237882632766,-7.75623267765644,-8.933454852703244
2010-05-11,14978773988.0,9.82,9.96706795,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503145.0,718210.0,503245.0,504321.0,-306345.0,242593.0,220382.0,273782.0,196800.0,960803.0,723627.0,778103.0,2739748.0,2739748.0,2739748.0,0.02,601898,中煤能源,2010-05-11T00:00:00,-1.7017,-12.943262413670507,-3.8197845791315923,-9.493087551494162
2010-05-12,14978773988.0,9.82,9.96706795,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694314.0,503245.0,504321.0,362130.0,595509.0,552472.0,581436.0,362130.0,1289823.0,1055717.0,1085757.0,3101878.0,3101878.0,3101878.0,0.02,601898,中煤能源,2010-05-12T00:00:00,0.0,-10.15553522159709,-0.1017294629108284,-9.325946499913012
2010-05-13,15421120674.0,10.11,10.261411099999998,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292592.0,986906.0,795737.0,795837.0,163224.0,737113.0,219009.0,745736.0,455816.0,1724019.0,1014746.0,1541573.0,3265102.0,3265102.0,3265102.0,0.02,601898,中煤能源,2010-05-13T00:00:00,2.9532,-6.991720321514158,1.2012011573687194,-0.9794319582129216
2010-05-14,15482134010.0,10.15,10.30201016,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799917.0,292592.0,795837.0,50700.0,974802.0,576054.0,766396.0,50700.0,1774719.0,868646.0,1562233.0,3315802.0,3315802.0,3315802.0,0.02,601898,中煤能源,2010-05-14T00:00:00,0.3956,-5.228758104998433,3.3604888787780363,3.255340808579649
2010-05-17,14566933970.0,9.55,9.69302433,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3693.0,803610.0,296285.0,799430.0,55425.0,902257.0,269349.0,325134.0,59118.0,1705867.0,565634.0,1124564.0,3371227.0,3371227.0,3371227.0,0.02,601898,中煤能源,2010-05-17T00:00:00,-5.9113,-12.944393841311193,-2.7494908369717694,-4.404404473805834
2010-05-18,14978773988.0,9.82,9.96706795,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187977.0,988583.0,191670.0,484262.0,-187977.0,717284.0,-81852.0,443502.0,0.0,1705867.0,109818.0,927764.0,3183250.0,3183250.0,3183250.0,0.02,601898,中煤能源,2010-05-18T00:00:00,2.8272,-9.493087551494162,-2.8684471086047805,0.0
2010-05-19,14978773988.0,9.82,9.96706795,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988583.0,191670.0,484262.0,100113.0,762921.0,-32439.0,181485.0,100113.0,1751504.0,159231.0,665747.0,3283363.0,3283363.0,3283363.0,0.02,601898,中煤能源,2010-05-19T00:00:00,0.0,-9.325946499913012,-3.2512316023574956,0.0
2010-05-20,14780480646.0,9.69,9.83512103,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78566.0,1066073.0,266543.0,270236.0,-78566.0,685431.0,-166430.0,-60305.0,0.0,1751504.0,100113.0,209931.0,3204797.0,3204797.0,3204797.0,0.02,601898,中煤能源,2010-05-20T00:00:00,-1.3238,-5.093046009010787,1.4659686715136926,-4.154302618282197
2010-05-21,14872000650.0,9.75,9.89601961,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68871.0,1134944.0,147437.0,339107.0,144374.0,799765.0,165921.0,33369.0,213245.0,1934709.0,313358.0,372476.0,3349171.0,3349171.0,3349171.0,0.02,601898,中煤能源,2010-05-21T00:00:00,0.6192,-0.8138352021449122,-0.7128308982783648,-3.9408867171996653
