date,AGSZBHXS,close,market,rqchl,rqchl10,rqchl3,rqchl5,rqjmcl,rqjmcl10,rqjmcl3,rqjmcl5,rqmcl,rqmcl10,rqmcl3,rqmcl5,rqye,rqyl,rzche,rzche10,rzche3,rzche5,rzjmre,rzjmre10,rzjmre3,rzjmre5,rzmre,rzmre10,rzmre3,rzmre5,rzrqye,rzrqyecz,rzye,rzyezb,tdate,zdf,zdf10,zdf3,zdf5
2010-04-27,11074634000000.0,2907.928,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2758191.0,0.0,9216965.0,87824939.0,37062493.0,43504378.0,20404616.0,110325792.0,45275879.0,85821581.0,29621581.0,198150731.0,82338372.0,129325959.0,205253128.0,199736746.0,202494937.0,0.001828457148109816,2010-04-27T00:00:00,-2.07357931613472,-8.013378248041677,-3.0523916780352884,-2.4032289623910863
2010-04-28,11188907000000.0,2900.331,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2709735.0,0.0,10390273.0,87561674.0,25560954.0,50401947.0,20754428.0,133768858.0,70347301.0,95684300.0,31144701.0,221330532.0,95908255.0,146086247.0,225959100.0,220539630.0,223249365.0,0.001995274113905853,2010-04-28T00:00:00,-0.26125131021125697,-8.396608787300039,-2.788837544163186,-4.382948084547476
2010-04-29,11060840000000.0,2868.432,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2847328.0,0.0,17780699.0,98044366.0,37387937.0,65233465.0,9780792.0,129930870.0,50939836.0,75811099.0,27561491.0,227975236.0,88327773.0,141044564.0,235877485.0,230182829.0,233030157.0,0.0021068034344588656,2010-04-29T00:00:00,-1.0998399837811614,-9.3692633664943,-3.4036335373293105,-4.369151494056978
2010-04-30,11052983000000.0,2870.611,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2551528.0,0.0,25308301.0,115476678.0,53479273.0,68649954.0,2496255.0,114461938.0,33031475.0,82624348.0,27804556.0,229938616.0,86510748.0,151274302.0,238077940.0,232974884.0,235526412.0,0.002130885499416764,2010-04-30T00:00:00,0.07596484769379229,-8.296036612441867,-1.2832848681260334,-3.7849706573104336
2010-05-04,10892915000000.0,2835.277,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3519010.0,0.0,14623579.0,113424421.0,57712579.0,77319817.0,7320451.0,130063032.0,19597498.0,60756542.0,21944030.0,243487453.0,77310077.0,138076359.0,246365873.0,239327853.0,242846863.0,0.0022294019828484847,2010-05-04T00:00:00,-1.2308877796399442,-4.865957990092934,-2.242985369600918,-4.5201503416565005
2010-05-05,11034516000000.0,2857.151,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5144755.0,0.0,15948862.0,127556092.0,55880742.0,84051714.0,34649053.0,160822560.0,44465759.0,75000979.0,50597915.0,288378652.0,100346501.0,159052693.0,282640671.0,272351161.0,277495916.0,0.002514799162917521,2010-05-05T00:00:00,0.7714942843327125,-4.107422203412414,-0.3932810678447319,-1.7461574014212182
2010-05-06,10602955000000.0,2739.702,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3286323.0,0.0,19159232.0,143222620.0,49731673.0,92820673.0,36507467.0,186438318.0,78476971.0,90754018.0,55666699.0,329660938.0,128208644.0,183574691.0,317289706.0,310717060.0,314003383.0,0.00296147048629368,2010-05-06T00:00:00,-4.11070328449564,-9.678506223300335,-4.560318343377072,-5.538298904504348
2010-05-07,10423697000000.0,2688.383,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4275122.0,0.0,52423828.0,192697267.0,87531922.0,127463802.0,-4064814.0,152719511.0,67091706.0,76908412.0,48359014.0,345416778.0,154623628.0,204372214.0,314213691.0,305663447.0,309938569.0,0.002973403476712725,2010-05-07T00:00:00,-1.8731599276125648,-10.371817285906511,-5.1809399928119895,-6.276913658751543
2010-05-10,10471800000000.0,2698.757,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6273327.0,0.0,18983183.0,189788638.0,90566243.0,121138684.0,17431520.0,174468025.0,49874173.0,91843677.0,36414703.0,364256663.0,140440416.0,212982361.0,333643416.0,321096762.0,327370089.0,0.003126206468801925,2010-05-10T00:00:00,0.385882517483558,-9.545046701281064,-5.543774200243528,-5.9866697368608985
2010-05-11,10262412000000.0,2647.574,SH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6053063.0,0.0,23769498.0,207604420.0,95176509.0,130284603.0,23297894.0,168577662.0,36664600.0,107821120.0,47067392.0,376182082.0,131841109.0,238105723.0,356721046.0,344614920.0,350667983.0,0.003417013300576901,2010-05-11T00:00:00,-1.896539777386404,-10.841174432219805,-3.362701490892076,-6.620270259307997
