date,上市公司市价总值(元),上市公司数,上市公司流通市值(元),平均市盈率(倍),总发行股本(股),总成交笔数,总成交股数,总成交金额(元),总流通股本(股),新上市公司数
2008-12-31,1784484731651.0,467.0,1023531557446.0,14.88,285025369808.0,1269385.0,2194978144.0,12603384124.0,176353410878.0,0.0
2009-01-05,1838206393123.0,467.0,1058088233589.0,15.38,285025369808.0,1461638.0,2512312058.0,15593770366.0,176377998152.0,0.0
2009-01-06,1893119859159.0,467.0,1093373097702.0,15.89,285025369808.0,2181652.0,3769755113.0,24683567785.0,176405584059.0,0.0
2009-01-07,1883886720188.0,467.0,1090025566094.0,15.83,285025369890.0,2200770.0,3589385297.0,23452982718.0,176407099491.0,0.0
2009-01-08,1842217899725.0,467.0,1067377172344.0,15.5,285025369890.0,1907302.0,3043990687.0,23058788990.0,176407076540.0,0.0
2009-01-09,1874912929259.0,467.0,1089688746143.0,15.81,285025369890.0,1697237.0,2797110388.0,19855576679.0,176461755258.0,0.0
2009-01-12,1882370990947.0,467.0,1095660022457.0,15.9,285025369890.0,1971002.0,3279107763.0,22308959881.0,176486860362.0,0.0
2009-01-13,1835635104447.0,467.0,1068674843876.0,15.5,285025369890.0,1871444.0,3161911312.0,21315803678.0,176696740245.0,0.0
2009-01-14,1905946267170.0,467.0,1110305861579.0,16.11,285025369890.0,1997175.0,3447215101.0,23643705403.0,176696893622.0,0.0
2009-01-15,1912491490423.0,467.0,1115082499750.0,16.17,285025369890.0,2587268.0,4555863986.0,30521453024.0,176696987412.0,0.0
2009-01-16,1935618920992.0,467.0,1130213813197.0,16.37,285094369890.0,2824762.0,5052910888.0,34561082444.0,177131287327.0,0.0
2009-01-19,1941010032409.0,467.0,1134542859295.0,16.42,285094370278.0,2228650.0,3958176570.0,28025651317.0,177179708198.0,0.0
2009-01-20,1956419726326.0,467.0,1144650524857.0,16.56,285094370278.0,1832061.0,3168642292.0,21272302276.0,177585283082.0,0.0
2009-01-21,1955384089956.0,467.0,1147295124593.0,16.55,285094370483.0,2115355.0,3729420003.0,26110195659.0,177908360169.0,0.0
2009-01-22,1982884862981.0,467.0,1165289849519.0,16.79,285094370483.0,2184650.0,3862678733.0,26733340826.0,177960813669.0,0.0
2009-01-23,1974643652026.0,467.0,1163530942731.0,16.71,285094370688.0,2099078.0,3645976161.0,24876471055.0,178224767680.0,0.0
2009-02-02,2012973190038.0,467.0,1185906261953.0,17.01,285094370977.0,2179798.0,3817206683.0,24970851949.0,178324493274.0,0.0
2009-02-03,2068774239809.0,467.0,1218069791281.0,17.47,285094371059.0,3319258.0,5918979789.0,39684301125.0,178428454356.0,0.0
2009-02-04,2119170565238.0,467.0,1247891650590.0,17.9,285094371233.0,3605284.0,6372499398.0,42964895591.0,178428467564.0,0.0
2009-02-05,2096198253629.0,467.0,1233073829072.0,17.7,285094371233.0,4155096.0,7210634168.0,50482567236.0,178429321311.0,0.0
2009-02-06,2190336421633.0,467.0,1289781545871.0,18.55,285094371316.0,3891103.0,7169928075.0,50725627668.0,178576967373.0,0.0
2009-02-09,2267778060710.0,467.0,1336886594563.0,19.19,285094371468.0,4700796.0,8532708752.0,62164584102.0,179028837461.0,0.0
2009-02-10,2331399180612.0,467.0,1373384259575.0,19.72,285094371468.0,4556493.0,7888679387.0,58717881000.0,179028837461.0,0.0
2009-02-11,2341519315065.0,467.0,1376485086999.0,19.78,285094371468.0,5472015.0,9239005756.0,72530474319.0,179028840786.0,0.0
2009-02-12,2362149787406.0,467.0,1398796814428.0,19.97,285112502848.0,4671735.0,7788343948.0,60263199427.0,179703167959.0,0.0
2009-02-13,2451626235901.0,467.0,1452745830536.0,20.73,285165673395.0,4910522.0,8750139602.0,68563050067.0,179716329094.0,0.0
2009-02-16,2503282059867.0,467.0,1481252825539.0,21.17,285173748632.0,5296058.0,9041977476.0,71864781915.0,179824659522.0,0.0
2009-02-17,2412827533689.0,467.0,1423213328978.0,20.35,285173748909.0,5271957.0,8278879681.0,65825444033.0,179824671285.0,0.0
2009-02-18,2313626404053.0,467.0,1367401308178.0,19.46,285173749321.0,4312984.0,6839792613.0,54470103329.0,179899207241.0,0.0
2009-02-19,2361470991836.0,467.0,1398594300797.0,19.82,285173781820.0,3420979.0,5720156798.0,45397181524.0,180087639740.0,0.0
2009-02-20,2431816188019.0,467.0,1439566130206.0,20.47,285173781820.0,3503975.0,5762674226.0,46915606148.0,180149994062.0,0.0
2009-02-23,2511898606353.0,467.0,1491048492296.0,21.17,285174817250.0,4238787.0,7078117088.0,57141851446.0,180298918366.0,0.0
2009-02-24,2420960922213.0,467.0,1437533323675.0,20.4,285175260139.0,5399981.0,8568948353.0,69396170897.0,180309144488.0,0.0
2009-02-25,2403641225400.0,467.0,1431435949470.0,20.27,285179858669.0,4293760.0,6916012839.0,57285462631.0,180428410370.0,0.0
2009-02-26,2260995214500.0,467.0,1347130162663.0,19.04,285188233221.0,4091797.0,6420629105.0,50140170254.0,180827530850.0,0.0
2009-02-27,2159807468743.0,467.0,1286313028039.0,18.19,285193873211.0,3179891.0,5271627192.0,37995478206.0,180833170840.0,0.0
2009-03-02,2206199479179.0,467.0,1313928755105.0,18.61,285193873218.0,2380003.0,3988378256.0,29992642432.0,180805280657.0,0.0
2009-03-03,2205338324752.0,466.0,1315789969990.0,18.54,285032873218.0,2665109.0,4431717314.0,33663832602.0,180999621371.0,0.0
2009-03-04,2344266556458.0,466.0,1400770792529.0,19.74,285032873495.0,3639045.0,6070734332.0,48245286747.0,181187425663.0,0.0
2009-03-05,2356123629599.0,466.0,1408420024109.0,19.86,285032873495.0,4207059.0,6729891678.0,54849907232.0,181187423496.0,0.0
2009-03-06,2343290615577.0,466.0,1401840635157.0,19.81,285032873495.0,3088889.0,4875342014.0,38759601816.0,181187426728.0,0.0
2009-03-09,2247393985893.0,466.0,1353694714840.0,18.99,285079473495.0,3253879.0,4870587724.0,38022200253.0,182396667378.0,0.0
2009-03-10,2289646917226.0,466.0,1379074196023.0,19.89,285079473495.0,2191739.0,3344128481.0,25542248947.0,182396652378.0,0.0
2009-03-11,2276739380518.0,466.0,1370620367060.0,19.31,285079473536.0,2713680.0,4203326374.0,32820038690.0,182432668766.0,0.0
2009-03-12,2282212980435.0,466.0,1372790809000.0,19.34,285079473813.0,2466155.0,3639483980.0,27690970751.0,182476708882.0,0.0
2009-03-13,2263522183170.0,466.0,1373017793619.0,19.21,285079473813.0,2268544.0,3428020199.0,26095772397.0,183258298343.0,0.0
2009-03-16,2295560940799.0,466.0,1393218632490.0,19.49,285079474146.0,2048703.0,3107250059.0,23777420498.0,183258430464.0,0.0
2009-03-17,2388225811554.0,466.0,1451520606789.0,20.28,285079474146.0,3481822.0,5503277273.0,44711619231.0,183268540464.0,0.0
2009-03-18,2413456300184.0,466.0,1470518403094.0,20.5,285079474146.0,4013689.0,6502181868.0,52980017709.0,183495155501.0,0.0
2009-03-19,2464134495859.0,466.0,1504880895481.0,20.91,285079474146.0,3732781.0,6009941498.0,49038878244.0,183763328790.0,0.0
2009-03-20,2467210539249.0,466.0,1503921321891.0,21.3,285079474146.0,4180506.0,6587877379.0,56327371352.0,183763283790.0,0.0
2009-03-23,2527187520635.0,466.0,1539325300480.0,21.88,285079474146.0,4342411.0,7040893468.0,60518873624.0,183767345386.0,0.0
2009-03-24,2540458933975.0,465.0,1547606752643.0,22.5,284880726978.0,4211192.0,6703513162.0,57420633297.0,183605018017.0,0.0
2009-03-25,2482496555364.0,465.0,1515370164044.0,22.13,284880726978.0,3983064.0,5914401008.0,50299922447.0,184000870934.0,0.0
2009-03-26,2539400375578.0,465.0,1557782822660.0,23.06,284880726978.0,3630781.0,5468503819.0,47992277992.0,185035668959.0,0.0
2009-03-27,2553036904425.0,465.0,1567571076198.0,23.32,284880726978.0,4200793.0,6761074032.0,57466467473.0,185214139248.0,0.0
2009-03-30,2544565037689.0,465.0,1578896505109.0,23.48,284880726978.0,3521070.0,5480223317.0,46107165221.0,186982359679.0,0.0
2009-03-31,2564864621205.0,465.0,1592959341091.0,23.83,285094813857.0,3545381.0,5519967737.0,45994700565.0,187085178727.0,0.0
2009-04-01,2612173376477.0,465.0,1620830985602.0,24.28,285094813865.0,4566846.0,7306491983.0,63768142859.0,187078441794.0,0.0
2009-04-02,2627139933718.0,465.0,1630145346564.0,24.41,285094813865.0,4517269.0,7250186745.0,63690553260.0,187102090814.0,0.0
2009-04-03,2607712492641.0,465.0,1645944681556.0,24.2,285094813865.0,4253952.0,6679613475.0,58805004153.0,188876611543.0,0.0
2009-04-07,2621809405784.0,465.0,1661023111869.0,24.31,285094813865.0,3264690.0,5013252509.0,44519239882.0,189536199109.0,0.0
2009-04-08,2536407620186.0,465.0,1604625135206.0,23.53,285094813865.0,3995336.0,5794997975.0,50218261040.0,189889727226.0,0.0
2009-04-09,2576006760911.0,465.0,1629947413515.0,23.92,285117547461.0,3104788.0,4772033084.0,40646603760.0,189967560497.0,0.0
2009-04-10,2664403114237.0,465.0,1684180416734.0,24.71,285117547461.0,4084866.0,6622198883.0,57690184522.0,190021792828.0,0.0
2009-04-13,2709126301285.0,465.0,1711254602596.0,25.16,285117547461.0,4598762.0,7700674159.0,69127087709.0,190077042605.0,0.0
2009-04-14,2747844889247.0,465.0,1740481626144.0,25.5,285117547461.0,4610560.0,7349690959.0,65248104326.0,190479696285.0,0.0
2009-04-15,2780708539580.0,465.0,1753220166437.0,26.93,285129189474.0,4774835.0,7642199526.0,67843632020.0,190351219098.0,0.0
2009-04-16,2783124227956.0,465.0,1757383530123.0,27.11,285163305012.0,5040196.0,8252359311.0,71003234678.0,190495168205.0,0.0
2009-04-17,2744763203028.0,465.0,1735820612717.0,27.17,285184407704.0,4482946.0,7035039178.0,61865221172.0,190561809833.0,0.0
2009-04-20,2805053765514.0,465.0,1777093748542.0,28.82,285187262876.0,4225303.0,7099614710.0,59527432216.0,190623074005.0,0.0
2009-04-21,2774292818712.0,465.0,1761221935579.0,28.95,285189320449.0,4873347.0,7627449330.0,65115821030.0,190957099578.0,0.0
2009-04-22,2656333294129.0,465.0,1683722489102.0,27.71,285194757885.0,5054103.0,7632809450.0,66320697208.0,191193721029.0,0.0
2009-04-23,2674872582003.0,465.0,1697405256686.0,27.67,285497066614.0,3384124.0,5052458629.0,43194833535.0,191439190304.0,0.0
2009-04-24,2655897152313.0,465.0,1687179720429.0,27.47,285497066891.0,3125392.0,4780864888.0,41166115002.0,191439187476.0,0.0
2009-04-27,2576952470377.0,465.0,1637760328479.0,26.99,285847666891.0,3030332.0,4647088838.0,37206788579.0,191683973749.0,0.0
2009-04-28,2588455913302.0,465.0,1648299253351.0,27.25,285852393724.0,2589226.0,3979658370.0,33469447869.0,191688760123.0,0.0
2009-04-29,2663371777944.0,465.0,1695898328558.0,28.02,286806033253.0,3173198.0,5020055498.0,42368652414.0,192194070265.0,0.0
2009-04-30,2702586167384.0,465.0,1722487325337.0,29.32,286994712950.0,3470848.0,5718125920.0,48131372814.0,192859224158.0,0.0
2009-05-04,2806765105420.0,465.0,1787864170750.0,30.49,287001812537.0,3798328.0,6191145936.0,54662597517.0,193105656784.0,0.0
2009-05-05,2831093006809.0,465.0,1804768248442.0,30.74,287006450718.0,3974409.0,6416865081.0,56717948542.0,193342901865.0,0.0
2009-05-06,2867503054203.0,463.0,1830183233451.0,31.26,286229300942.0,4147118.0,6680864499.0,60838474874.0,192979225017.0,0.0
2009-05-07,2849699919767.0,463.0,1820834449430.0,31.08,286229337445.0,4875027.0,7606912540.0,70713790094.0,192979145443.0,0.0
2009-05-08,2866611643312.0,463.0,1840935875910.0,31.26,286230286239.0,4529081.0,7224005410.0,65320084025.0,193370133975.0,0.0
2009-05-11,2772404412037.0,463.0,1785444462835.0,30.24,286236237851.0,4818561.0,7750858060.0,69369981376.0,193724496915.0,0.0
2009-05-12,2848314559105.0,463.0,1834407570887.0,31.08,286236266459.0,3294867.0,5285784264.0,47051018011.0,193724528657.0,0.0
2009-05-13,2874244746767.0,463.0,1851116699135.0,31.37,286245260979.0,3855985.0,6225007879.0,57397155496.0,193815173788.0,0.0
2009-05-14,2874953278115.0,463.0,1853631885297.0,31.38,286254962504.0,3675863.0,5650529618.0,50924822293.0,193848794823.0,0.0
2009-05-15,2889165954395.0,463.0,1864074602884.0,31.53,286409371439.0,3416691.0,5246784743.0,45968380822.0,193951772381.0,0.0
2009-05-18,2911958201007.0,463.0,1880633806581.0,31.77,287899163382.0,3385179.0,5118242337.0,45922868849.0,195088465317.0,0.0
2009-05-19,2938502612305.0,463.0,1898857377555.0,32.04,287906094653.0,4286011.0,6594716525.0,61387893687.0,195212199143.0,0.0
2009-05-20,2927177203740.0,463.0,1893328326021.0,31.93,287915115065.0,4327185.0,6408750127.0,59297199603.0,195498484843.0,0.0
2009-05-21,2863385187533.0,463.0,1848935637386.0,31.2,287920537156.0,4196325.0,6004911769.0,54020881958.0,195479594034.0,0.0
2009-05-22,2857771968347.0,463.0,1851233239621.0,31.14,287922968035.0,2844088.0,4220519912.0,38543730355.0,195835429195.0,0.0
2009-05-25,2874811740146.0,463.0,1872931082052.0,31.31,287926067229.0,3360784.0,5216908686.0,49815538995.0,196617184905.0,0.0
2009-05-26,2853180756697.0,463.0,1861655275137.0,31.05,288006354517.0,3609258.0,5436201865.0,51251195971.0,196739197309.0,0.0
2009-05-27,2871915561708.0,463.0,1881547292458.0,31.31,288254636196.0,2940420.0,4524774533.0,41038399732.0,197608984989.0,0.0
2009-06-01,2940900412755.0,463.0,1927682544363.0,32.09,288256198097.0,3409959.0,5480326858.0,52583691342.0,197797982867.0,0.0
2009-06-02,2967369418409.0,463.0,1938839170574.0,32.41,288262829886.0,3855987.0,5973225353.0,57516610240.0,197888364017.0,0.0
2009-06-03,3018759750190.0,463.0,1971419188263.0,33.0,289459513582.0,4010903.0,6367505858.0,60841038035.0,198929505017.0,0.0
2009-06-04,3023172466049.0,463.0,1972566397637.0,33.06,289460629467.0,4424338.0,6776758968.0,64547436216.0,199055842464.0,0.0
2009-06-05,3030339722118.0,466.0,1970753912188.0,32.98,292203581324.0,4202335.0,6353276052.0,62900778501.0,200548274079.0,0.0
2009-06-08,3023806286024.0,466.0,1967589967766.0,32.89,292240126512.0,3646717.0,5579964228.0,53418849427.0,200584815925.0,0.0
2009-06-09,3045523531115.0,466.0,1986032442693.0,33.11,292240617920.0,3768377.0,5803021225.0,54545468375.0,200956102540.0,0.0
2009-06-10,3110639377167.0,466.0,2007673736614.0,33.43,297243726195.0,4047831.0,6336239321.0,57503401058.0,201076438111.0,0.0
2009-06-11,3073142289474.0,466.0,1997225645612.0,33.04,297404900286.0,3707838.0,5656150885.0,52139187750.0,201800076150.0,0.0
2009-06-12,3009384293075.0,466.0,1958139454718.0,32.4,297475676746.0,3723122.0,5477779359.0,48894912898.0,201917181153.0,0.0
2009-06-15,3050543770824.0,466.0,1992072192128.0,32.85,297477307631.0,2854352.0,4371074294.0,43527596179.0,202084740229.0,0.0
2009-06-16,3049482732075.0,466.0,1992501018769.0,32.87,297481787388.0,2815335.0,4276794132.0,43055015719.0,202235162833.0,0.0
2009-06-17,3111747102625.0,466.0,2045842457714.0,33.55,297669913954.0,3342709.0,5195065176.0,50448219805.0,203184857202.0,0.0
2009-06-18,3138042368477.0,466.0,2063276948077.0,33.86,297701673496.0,3674918.0,5589075886.0,56847840328.0,203309533758.0,0.0
2009-06-19,3154122478518.0,466.0,2080164384159.0,34.08,298114562575.0,4042113.0,6079485045.0,59740552767.0,204133197885.0,0.0
2009-06-22,3134998302154.0,466.0,2068074541967.0,33.85,298115281355.0,3666493.0,5615286162.0,54902340836.0,204284832559.0,0.0
2009-06-23,3128547431967.0,466.0,2061388268106.0,33.79,298115281355.0,3436903.0,5314949854.0,51071025786.0,204316893496.0,0.0
2009-06-24,3191216542380.0,466.0,2098623230524.0,34.5,298115281754.0,3474845.0,5387448176.0,55047137867.0,204316891620.0,0.0
2009-06-25,3190279963744.0,466.0,2100701577454.0,34.51,298115281754.0,3349021.0,5089812927.0,50237261360.0,204555784802.0,0.0
2009-06-26,3206354323256.0,466.0,2113081584531.0,34.71,298444276659.0,3144285.0,4723926571.0,46227186515.0,205022249997.0,0.0
2009-06-29,3248720498722.0,466.0,2161185259505.0,35.23,298444276659.0,3626266.0,5486625642.0,54447438650.0,205996440121.0,0.0
2009-06-30,3223687865314.0,466.0,2150689059482.0,34.96,298508626659.0,3651159.0,5132993640.0,50814773257.0,206517039922.0,0.0
2009-07-01,3283652154855.0,466.0,2189582864645.0,35.66,298508626741.0,3742519.0,5756284675.0,57428936692.0,206516956908.0,0.0
2009-07-02,3313974485625.0,466.0,2211420989116.0,36.0,298508626749.0,4258173.0,6535002648.0,65427332583.0,206516925954.0,0.0
2009-07-03,3371038025180.0,466.0,2252097803372.0,36.65,298508626749.0,4679979.0,7096174727.0,71044070865.0,206516925954.0,0.0
2009-07-06,3416070505044.0,466.0,2281159499790.0,37.17,298533826749.0,4808671.0,7345720867.0,77525104244.0,206569758470.0,0.0
2009-07-07,3399585652635.0,466.0,2272702714602.0,36.91,298533826749.0,4670217.0,7025524620.0,72161140671.0,206655637650.0,0.0
2009-07-08,3439551289343.0,466.0,2297423253664.0,37.37,298533826749.0,4119692.0,6128685391.0,63700889774.0,206839983275.0,0.0
2009-07-09,3489824389135.0,466.0,2335754961595.0,37.92,298533826749.0,4667076.0,6993275548.0,71884829271.0,207117479215.0,0.0
2009-07-10,3512930727721.0,466.0,2352425821020.0,38.15,298685926749.0,4827394.0,7236495649.0,73250034464.0,207192203806.0,0.0
2009-07-13,3522311929482.0,466.0,2362367752910.0,38.25,298685926749.0,4518586.0,6706530493.0,68864177174.0,207201458335.0,0.0
2009-07-14,3600092957015.0,466.0,2414451178086.0,39.14,298685926749.0,4606916.0,7049046239.0,74755252351.0,207294384115.0,0.0
2009-07-15,3648275719371.0,466.0,2438149545540.0,39.65,299532424524.0,5282854.0,7766929741.0,85659442903.0,207413039190.0,0.0
2009-07-16,3648692990651.0,466.0,2436038807348.0,39.63,299589318860.0,5255677.0,7621614292.0,86423327830.0,207427017643.0,0.0
2009-07-17,3675778394459.0,466.0,2451224306837.0,39.95,299596074652.0,4600490.0,6677031419.0,73227164874.0,207433754685.0,0.0
2009-07-20,3739361391423.0,466.0,2498615107694.0,40.68,299599971900.0,5180699.0,7761982724.0,86814531094.0,207529658044.0,0.0
2009-07-21,3679006793886.0,466.0,2456579822904.0,39.98,299940829637.0,5567453.0,7929886906.0,87458031761.0,207624841345.0,0.0
2009-07-22,3739178587982.0,466.0,2496963331454.0,40.65,300000829883.0,4600481.0,7001108098.0,78815996353.0,207681957314.0,0.0
2009-07-23,3779218054403.0,466.0,2531908330432.0,41.06,300000830663.0,4914711.0,7228337822.0,79957083448.0,208300365454.0,0.0
2009-07-24,3774542180549.0,466.0,2529322329042.0,40.97,300000830663.0,5231187.0,7443260069.0,85744784856.0,208392905454.0,0.0
2009-07-27,3845288749856.0,466.0,2572334220764.0,41.72,300000830663.0,4922431.0,7243547975.0,86025926702.0,208825028801.0,0.0
2009-07-28,3881199845526.0,466.0,2591536391182.0,42.08,300000830942.0,5842744.0,8263234439.0,97883290301.0,209042240673.0,0.0
2009-07-29,3652398632013.0,466.0,2457324218780.0,39.56,300000830942.0,6486658.0,8843698278.0,100785538497.0,210502460529.0,0.0
2009-07-30,3688811927558.0,466.0,2484455265022.0,39.97,300048754142.0,4857540.0,7197320261.0,83074951028.0,210630412682.0,0.0
2009-07-31,3809742091282.0,466.0,2565544637514.0,41.26,300048754142.0,4680468.0,7083485852.0,81312607001.0,210630839658.0,0.0
2009-08-03,3891327501928.0,466.0,2619194401902.0,42.11,300048754265.0,5300944.0,8012460008.0,95082550923.0,210752839777.0,0.0
2009-08-04,3915086401339.0,466.0,2639695076692.0,42.36,300048754265.0,5826254.0,8449703878.0,98617326614.0,210846257148.0,0.0
2009-08-05,3883244022001.0,466.0,2623993127724.0,41.99,300048754418.0,5671521.0,7686536135.0,89823808417.0,210847071170.0,0.0
2009-08-06,3811933462351.0,466.0,2578630124873.0,41.21,300100694972.0,5285779.0,7088621502.0,82383517954.0,210894574216.0,0.0
2009-08-07,3677247412528.0,466.0,2488656888829.0,39.76,300100694972.0,4387998.0,6020699794.0,69711813839.0,211298317403.0,0.0
2009-08-10,3689750233562.0,466.0,2510087809880.0,39.88,300100694972.0,3451575.0,4840907528.0,57650711563.0,212389504596.0,0.0
2009-08-11,3719175180442.0,466.0,2530385052949.0,40.19,300100694972.0,2843053.0,3979544407.0,46919820136.0,212393383330.0,0.0
2009-08-12,3571085216459.0,466.0,2427506172500.0,38.56,301039801894.0,3833133.0,5249072860.0,60145160673.0,212660490252.0,0.0
2009-08-13,3605775109839.0,466.0,2450677540324.0,38.96,301039801894.0,3133257.0,4473946038.0,52201043221.0,212718578059.0,
2009-08-14,3482835081666.0,466.0,2369470734584.0,37.63,301039801894.0,3530278.0,4982136240.0,57288869581.0,213213460036.0,
2009-08-17,3257518658732.0,466.0,2213883435273.0,35.15,301039801894.0,3343790.0,4976218724.0,52556860336.0,213264321422.0,
2009-08-18,3296320103214.0,466.0,2246418105726.0,35.55,301039801894.0,2747995.0,4103921801.0,43199943595.0,213278192255.0,
2009-08-19,3133506782964.0,466.0,2140418482017.0,33.77,301039801894.0,3160963.0,4555520486.0,47514732908.0,213278179930.0,
2009-08-20,3252862297461.0,466.0,2223450550741.0,35.06,301039801894.0,3068356.0,4617114782.0,49163472244.0,213394768696.0,
2009-08-21,3327525027132.0,466.0,2274798161082.0,35.88,301039801894.0,3365385.0,5016050770.0,53715753038.0,213394762472.0,
2009-08-24,3400885407468.0,466.0,2319828172995.0,36.15,301794289612.0,3461917.0,5148838129.0,55651836887.0,213836217814.0,
2009-08-25,3314722876367.0,466.0,2260489170214.0,35.17,301794289612.0,4016714.0,5685210906.0,60524929045.0,213836209756.0,
2009-08-26,3408626367433.0,466.0,2326141292002.0,36.17,301794289612.0,3731778.0,5486308340.0,58970741785.0,213951188336.0,
2009-08-27,3407539795949.0,466.0,2328063704683.0,36.15,301794289612.0,3933910.0,5689159768.0,58899243023.0,213952428440.0,
2009-08-28,3296729025277.0,466.0,2254489306917.0,34.92,301794289612.0,3284100.0,4586932910.0,49151171575.0,214036450019.0,
2009-08-31,3058604470422.0,466.0,2093620910262.0,32.34,301794289612.0,3237841.0,4728161606.0,49100726030.0,214036425036.0,
2009-09-01,3044444215766.0,466.0,2084788303171.0,32.25,301794289612.0,2660712.0,4071964525.0,41386792102.0,214073521545.0,
2009-09-02,3066791667143.0,466.0,2101368548701.0,32.51,301794289612.0,2228192.0,3353944429.0,33588951240.0,214101168735.0,
2009-09-03,3243121052608.0,466.0,2217409496535.0,34.42,301794289612.0,3324876.0,4981771113.0,51910024368.0,214035285720.0,
2009-09-04,3284018866442.0,466.0,2248996920756.0,34.87,301794289612.0,3457258.0,5090403147.0,54870615020.0,214116747618.0,
2009-09-07,3315123393501.0,466.0,2276312114368.0,35.21,301794289612.0,3575628.0,5290081560.0,57487250840.0,214536398233.0,
2009-09-08,3388667828420.0,466.0,2324225001980.0,36.03,301794289612.0,3674631.0,5283238990.0,58918907003.0,214592989977.0,
2009-09-09,3425540849983.0,466.0,2343453112700.0,36.43,301881880852.0,3984073.0,5626626525.0,67488337116.0,214638945186.0,
2009-09-10,3391073505553.0,465.0,2318360475474.0,36.04,301850863930.0,3282234.0,4520583179.0,51215662993.0,214667483502.0,
2009-09-11,3461612694755.0,467.0,2359630662151.0,36.46,303635485809.0,3485449.0,5027575752.0,55809072444.0,215064255607.0,
2009-09-14,3549527416295.0,467.0,2422075918710.0,37.39,303635485973.0,4099774.0,6172725432.0,67817216256.0,215064240771.0,
2009-09-15,3576515121807.0,467.0,2438911930557.0,37.65,303765942808.0,4310181.0,6216894253.0,67270452363.0,215126503411.0,
2009-09-16,3551660153966.0,467.0,2426042234872.0,37.34,303765972861.0,4430860.0,6183136619.0,67044945076.0,215194884611.0,
2009-09-17,3612469424622.0,467.0,2469361195216.0,37.99,303766001253.0,4164520.0,6225484990.0,66237306695.0,215194913003.0,
2009-09-18,3489324989764.0,467.0,2386168361412.0,36.69,303903161243.0,4914943.0,6988529194.0,73905690348.0,215540810156.0,
2009-09-21,3513147651020.0,467.0,2406837826664.0,36.96,303903519116.0,3582672.0,5218090414.0,56077154944.0,215555983459.0,
2009-09-22,3434249219043.0,467.0,2355388309266.0,36.14,303960096304.0,3603121.0,5150980373.0,57130039729.0,215681256550.0,
2009-09-23,3333876690672.0,467.0,2283507273663.0,35.1,303960379417.0,3273413.0,4634273842.0,50628628891.0,215683835999.0,
2009-09-24,3327102214905.0,467.0,2278560858863.0,35.04,303960844645.0,2935658.0,4187119679.0,44877970689.0,215684292605.0,
2009-09-25,3301742040053.0,467.0,2262987021663.0,34.78,303960926845.0,2178592.0,3157878160.0,32623552519.0,215883543843.0,
2009-09-28,3209325953291.0,467.0,2201635491024.0,33.8,303960976183.0,2099823.0,2915283826.0,29413991387.0,216048044994.0,
2009-09-29,3167955092110.0,467.0,2175559015304.0,33.39,303907722513.0,2155750.0,3082157928.0,29646362493.0,216213541078.0,
2009-09-30,3210218607817.0,467.0,2203968601394.0,33.84,303907722513.0,1860667.0,2786091113.0,28868572033.0,216329265775.0,
2009-10-09,3371945326179.0,467.0,2315648447710.0,35.56,303907722513.0,2274027.0,3450386415.0,37570997388.0,216378612772.0,
2009-10-12,3376021221675.0,467.0,2320802092040.0,35.61,303907722513.0,2443528.0,3648823955.0,39920185856.0,216382311732.0,
2009-10-13,3425196579207.0,467.0,2354162546237.0,36.12,303907722513.0,2267464.0,3379583455.0,36312633840.0,216382311732.0,
2009-10-14,3458772979619.0,467.0,2377127450110.0,36.47,303907722513.0,3345824.0,5005546936.0,56392438235.0,216465093732.0,
2009-10-15,3476699392293.0,467.0,2389704319016.0,36.66,303986430518.0,2983451.0,4407070586.0,49296896892.0,216558583072.0,
2009-10-16,3489638604029.0,467.0,2396185292537.0,36.8,303986430518.0,2935912.0,4128013408.0,46374799248.0,216559149499.0,
2009-10-19,3597651905823.0,467.0,2473729065568.0,37.95,303986430518.0,3853681.0,5684284959.0,66600502741.0,216916496191.0,
2009-10-20,3666983645003.0,467.0,2510593822485.0,38.5,305157780518.0,4148333.0,6157978325.0,71944173284.0,216916559962.0,
2009-10-21,3665532850310.0,467.0,2511470014477.0,38.47,305157780518.0,4113339.0,6144859791.0,68810617828.0,216956751024.0,
2009-10-22,3659480547917.0,467.0,2508919353066.0,38.38,305157780518.0,3618616.0,5443214122.0,58102371677.0,216956875265.0,
2009-10-23,3714323995966.0,467.0,2549196923612.0,39.0,305157780518.0,4100742.0,6543662439.0,70784006688.0,216957074280.0,
2009-10-26,3712934397390.0,467.0,2547637128282.0,38.99,305157780518.0,3707118.0,5600565317.0,62474722181.0,216957091453.0,
2009-10-27,3607207236873.0,467.0,2477462033029.0,37.89,305157780518.0,3986255.0,5607104001.0,62972387385.0,217006920005.0,
2009-10-28,3643538997666.0,467.0,2503063493076.0,38.28,305157780518.0,3279325.0,4768388463.0,53179956375.0,217006995153.0,
2009-10-29,3558519043897.0,467.0,2450961631303.0,37.41,305236953538.0,3304023.0,4810000088.0,53320481866.0,217513623879.0,0.0
2009-10-30,3595721940115.0,467.0,2477457845269.0,37.8,305236953538.0,3149566.0,4826506446.0,54369950970.0,217514326324.0,0.0
2009-11-02,3704902061853.0,467.0,2557081672490.0,38.99,305236953538.0,3950464.0,5985340346.0,65891668260.0,217514326324.0,0.0
2009-11-03,3765044458727.0,467.0,2601155307741.0,39.59,305236953538.0,4884522.0,7458656025.0,82547494411.0,217551570100.0,0.0
