code	val
600280	1.4
600321	1.4
600589	1.4
600292	1.4
600550	1.4
600293	1.4
600297	1.4
600559	1.4
600303	1.4
600319	1.4
600340	1.4
600353	1.4
600259	1.4
600573	1.4
600222	1.4
600543	1.4
600225	1.4
600371	1.4
600234	1.4
600361	1.4
600581	1.4
600238	1.4
600242	1.4
600243	1.4
600246	1.4
600249	1.4
600358	1.4
600255	1.4
600256	1.4
600623	1.4
600608	1.4
600651	1.4
600460	1.4
600512	1.4
600021	1.4
600493	1.4
600480	1.4
600052	1.4
600452	1.4
600050	1.4
600459	1.4
600478	1.4
600653	1.4
600097	1.4
600490	1.4
600462	1.4
600095	1.4
600468	1.4
600516	1.4
600035	1.4
600076	1.4
600109	1.4
600477	1.4
600448	1.4
600446	1.4
600526	1.4
600630	1.4
600499	1.4
600681	1.4
600111	1.4
600120	1.4
600056	1.4
600496	1.4
600114	1.4
600527	1.4
600112	1.4
600523	1.4
600008	1.4
601618	1.3
601668	1.3
601666	1.3
601688	1.3
603128	1.3
601628	1.3
600354	1.3
603113	1.3
600489	1.3
603123	1.3
603015	1.3
601595	1.3
601611	1.3
600336	1.3
601318	1.3
600500	1.3
600320	1.3
601375	1.3
601388	1.3
600323	1.3
600325	1.3
600326	1.3
601555	1.3
600329	1.3
600331	1.3
603167	1.3
600486	1.3
601599	1.3
601601	1.3
603166	1.3
600332	1.3
601699	1.3
600373	1.3
601727	1.3
603198	1.3
600455	1.3
600390	1.3
600393	1.3
601998	1.3
600396	1.3
601999	1.3
603000	1.3
600415	1.3
600684	1.3
600388	1.3
600420	1.3
600444	1.3
600422	1.3
603020	1.3
603008	1.3
600425	1.3
600428	1.3
600426	1.3
601952	1.3
603060	1.3
601766	1.3
603012	1.3
600362	1.3
603103	1.3
601789	1.3
603100	1.3
603099	1.3
600367	1.3
601798	1.3
600372	1.3
601838	1.3
603066	1.3
601858	1.3
601881	1.3
600375	1.3
600376	1.3
600475	1.3
601899	1.3
601918	1.3
601919	1.3
600318	1.3
600686	1.3
600312	1.3
600100	1.3
603825	1.3
600077	1.3
600078	1.3
600079	1.3
600080	1.3
603808	1.3
603806	1.3
600089	1.3
603779	1.3
600096	1.3
603766	1.3
600098	1.3
603738	1.3
600129	1.3
603737	1.3
600101	1.3
600107	1.3
600108	1.3
603718	1.3
603716	1.3
600116	1.3
603699	1.3
600121	1.3
600122	1.3
603686	1.3
603679	1.3
603826	1.3
600073	1.3
600071	1.3
603839	1.3
603998	1.3
600006	1.3
603987	1.3
603980	1.3
603979	1.3
600012	1.3
603959	1.3
600028	1.3
600030	1.3
603928	1.3
603926	1.3
600031	1.3
600037	1.3
603909	1.3
600048	1.3
603900	1.3
600057	1.3
603888	1.3
603883	1.3
600058	1.3
603869	1.3
600063	1.3
603858	1.3
600070	1.3
603843	1.3
600128	1.3
603669	1.3
600307	1.3
603326	1.3
600233	1.3
600235	1.3
603369	1.3
603366	1.3
600251	1.3
601311	1.3
603337	1.3
600258	1.3
603333	1.3
600260	1.3
600261	1.3
603328	1.3
603323	1.3
603668	1.3
600262	1.3
603319	1.3
603311	1.3
600271	1.3
603303	1.3
603288	1.3
600283	1.3
600284	1.3
600285	1.3
603239	1.3
600298	1.3
600305	1.3
600230	1.3
600228	1.3
600227	1.3
600223	1.3
603663	1.3
603658	1.3
600136	1.3
603639	1.3
603638	1.3
603636	1.3
600146	1.3
600158	1.3
603611	1.3
603606	1.3
600169	1.3
603601	1.3
603595	1.3
603589	1.3
603585	1.3
603578	1.3
603558	1.3
603557	1.3
600183	1.3
603536	1.3
603505	1.3
603499	1.3
603456	1.3
600219	1.3
600220	1.3
603339	1.3
603003	1.3
600859	1.3
600975	1.3
600763	1.3
600985	1.3
600766	1.3
600983	1.3
600982	1.3
600981	1.3
600618	1.3
600613	1.3
600545	1.3
600780	1.3
600538	1.3
600782	1.3
600970	1.3
600969	1.3
600967	1.3
600789	1.3
600965	1.3
600963	1.3
600792	1.3
600605	1.3
600988	1.3
600995	1.3
601088	1.3
600638	1.3
601058	1.3
600525	1.3
601021	1.3
601020	1.3
600737	1.3
600528	1.3
601010	1.3
600742	1.3
600639	1.3
601003	1.3
600633	1.3
601001	1.3
600637	1.3
600999	1.3
600748	1.3
600635	1.3
600750	1.3
600751	1.3
600851	1.3
600758	1.3
600546	1.3
600961	1.3
600796	1.3
600587	1.3
600820	1.3
600881	1.3
600880	1.3
600879	1.3
600824	1.3
600825	1.3
600827	1.3
600831	1.3
600873	1.3
600836	1.3
600958	1.3
600869	1.3
600867	1.3
600839	1.3
600570	1.3
600585	1.3
600861	1.3
600844	1.3
600856	1.3
600848	1.3
600565	1.3
600563	1.3
600885	1.3
600596	1.3
600936	1.3
600604	1.3
600801	1.3
600549	1.3
600909	1.3
600908	1.3
600803	1.3
600898	1.3
600600	1.3
600805	1.3
600552	1.3
600599	1.3
600809	1.3
600893	1.3
600892	1.3
600812	1.3
600557	1.3
600598	1.3
600597	1.3
600521	1.3
600754	1.3
600580	1.3
600676	1.3
601111	1.3
601228	1.3
600655	1.3
600506	1.3
601225	1.3
600515	1.3
601177	1.3
600513	1.3
601128	1.3
600657	1.3
601139	1.3
600671	1.3
601200	1.3
600658	1.3
600668	1.3
601198	1.3
600713	1.3
600663	1.3
600705	1.3
601168	1.3
600708	1.3
600650	1.3
600710	1.3
600641	1.3
601100	1.3
601238	1.3
600690	1.3
600505	1.3
600688	1.3
600683	1.3
601099	1.3
600640	1.3
601231	1.3
600179	1.2
603569	1.2
603568	1.2
600004	1.2
603567	1.2
600808	1.2
600673	1.2
603556	1.2
603555	1.2
600029	1.2
603377	1.2
600665	1.2
600811	1.2
603368	1.2
600033	1.2
603919	1.2
600704	1.2
603997	1.2
600602	1.2
600036	1.2
603588	1.2
600582	1.2
600798	1.2
600039	1.2
600706	1.2
600240	1.2
600674	1.2
600026	1.2
600027	1.2
600586	1.2
600010	1.2
600828	1.2
600694	1.2
600015	1.2
600216	1.2
600009	1.2
600212	1.2
600016	1.2
600210	1.2
600201	1.2
600837	1.2
600593	1.2
603990	1.2
600018	1.2
600682	1.2
600818	1.2
603968	1.2
600019	1.2
600007	1.2
600583	1.2
600675	1.2
600816	1.2
600195	1.2
603515	1.2
600697	1.2
603518	1.2
600189	1.2
603939	1.2
600020	1.2
603801	1.2
600168	1.2
600720	1.2
603833	1.2
603838	1.2
600746	1.2
600103	1.2
600104	1.2
600106	1.2
600723	1.2
600069	1.2
600066	1.2
600068	1.2
600753	1.2
603708	1.2
600755	1.2
600115	1.2
600757	1.2
600117	1.2
600649	1.2
600648	1.2
600727	1.2
600741	1.2
603799	1.2
600086	1.2
600081	1.2
600736	1.2
603788	1.2
603818	1.2
603787	1.2
603822	1.2
600090	1.2
600094	1.2
600738	1.2
600075	1.2
600739	1.2
600643	1.2
600740	1.2
600067	1.2
600761	1.2
600795	1.2
603886	1.2
600612	1.2
600059	1.2
600611	1.2
600660	1.2
600143	1.2
600153	1.2
603885	1.2
600790	1.2
600064	1.2
603898	1.2
600160	1.2
600083	1.2
600163	1.2
603609	1.2
600711	1.2
600166	1.2
600060	1.2
600138	1.2
600061	1.2
600062	1.2
600123	1.2
603866	1.2
600126	1.2
600629	1.2
600127	1.2
600628	1.2
600717	1.2
603871	1.2
600767	1.2
600771	1.2
603665	1.2
603877	1.2
600132	1.2
600614	1.2
600133	1.2
603899	1.2
601288	1.2
600853	1.2
600529	1.2
600429	1.2
600436	1.2
601018	1.2
600439	1.2
603001	1.2
600519	1.2
601997	1.2
600449	1.2
601098	1.2
601991	1.2
601989	1.2
601988	1.2
601965	1.2
601101	1.2
601106	1.2
600461	1.2
601939	1.2
601929	1.2
601928	1.2
600518	1.2
600467	1.2
601016	1.2
601009	1.2
601117	1.2
603018	1.2
600979	1.2
600380	1.2
600535	1.2
600996	1.2
600395	1.2
600997	1.2
600398	1.2
603039	1.2
600400	1.2
603037	1.2
600578	1.2
600403	1.2
603033	1.2
603031	1.2
600409	1.2
603028	1.2
600410	1.2
601000	1.2
601006	1.2
601007	1.2
600531	1.2
600470	1.2
601898	1.2
600369	1.2
601188	1.2
601208	1.2
601616	1.2
601211	1.2
600508	1.2
601607	1.2
601216	1.2
601218	1.2
600507	1.2
600491	1.2
601579	1.2
601567	1.2
601518	1.2
601515	1.2
600497	1.2
601398	1.2
601390	1.2
601377	1.2
601368	1.2
601366	1.2
601328	1.2
600502	1.2
601199	1.2
601669	1.2
601888	1.2
601677	1.2
601886	1.2
601880	1.2
601877	1.2
601872	1.2
601866	1.2
601857	1.2
600510	1.2
601818	1.2
601811	1.2
600481	1.2
601800	1.2
601799	1.2
600509	1.2
601166	1.2
601788	1.2
600482	1.2
600483	1.2
601179	1.2
600488	1.2
601186	1.2
601678	1.2
600370	1.2
600998	1.2
600568	1.2
600966	1.2
600351	1.2
600866	1.2
600868	1.2
600348	1.2
600346	1.2
603225	1.2
603158	1.2
600306	1.2
600337	1.2
600886	1.2
600548	1.2
600872	1.2
600926	1.2
600894	1.2
603318	1.2
600327	1.2
600308	1.2
600282	1.2
600882	1.2
600875	1.2
600897	1.2
603309	1.2
600566	1.2
600276	1.2
600310	1.2
600313	1.2
600551	1.2
600317	1.2
600352	1.2
600569	1.2
600356	1.2
600368	1.2
600577	1.2
603096	1.2
600252	1.2
600887	1.2
603345	1.2
600290	1.2
600978	1.2
600287	1.2
600575	1.2
600561	1.2
600977	1.2
600366	1.2
600560	1.2
603268	1.2
603108	1.2
600973	1.2
600858	1.2
601258	1.2
600971	1.2
603116	1.2
600572	1.2
600359	1.2
600863	1.2
600300	1.2
600315	1.2
603269	1.1
600054	1.1
600661	1.1
603889	1.1
603506	1.1
600130	1.1
601169	1.1
600279	1.1
601339	1.1
600236	1.1
601369	1.1
601229	1.1
600845	1.1
600011	1.1
600695	1.1
600017	1.1
601566	1.1
600229	1.1
600226	1.1
600022	1.1
600023	1.1
600588	1.1
600567	1.1
601633	1.1
600269	1.1
600270	1.1
600707	1.1
601700	1.1
600051	1.1
601158	1.1
601113	1.1
600000	1.1
600399	1.1
600900	1.1
603180	1.1
600919	1.1
600382	1.1
600085	1.1
600603	1.1
600479	1.1
600539	1.1
600170	1.1
600959	1.1
600960	1.1
600987	1.1
600165	1.1
603025	1.1
603730	1.1
600350	1.1
600636	1.1
603696	1.1
600785	1.1
600177	1.1
600734	1.1
603077	1.1
600377	1.1
600190	1.1
603520	1.1
600511	1.1
603667	1.1
603085	1.1
600299	1.1
600810	1.1
603660	1.1
600182	1.1
600309	1.1
601107	1.1
600729	1.1
601966	1.1
600642	1.1
603816	1.1
600731	1.1
600984	1.1
601985	1.1
600784	1.1
600365	1.0
603516	1.0
603709	1.0
600794	1.0
600733	1.0
603887	1.0
600221	1.0
600634	0.0
600157	0.0
603986	0.0
603032	0.0
603598	0.0
601619	0.0
600273	0.0
600877	0.0
600187	0.0
